Datum;Uhrzeit;Entnahme;Einspeisung;Residuallast
01.11.2016;00:00:00;9,803.20;0;9,803.20
01.11.2016;00:15:00;9,803.20;0;9,803.20
01.11.2016;00:30:00;9,565.60;0;9,565.60
01.11.2016;00:45:00;8,835.20;0;8,835.20
01.11.2016;01:00:00;8,632.80;0;8,632.80
01.11.2016;01:15:00;8,272.00;0;8,272.00
01.11.2016;01:30:00;8,624.00;0;8,624.00
01.11.2016;01:45:00;8,967.20;0;8,967.20
01.11.2016;02:00:00;8,544.80;0;8,544.80
01.11.2016;02:15:00;8,756.00;0;8,756.00
01.11.2016;02:30:00;8,826.40;0;8,826.40
01.11.2016;02:45:00;8,483.20;0;8,483.20
01.11.2016;03:00:00;8,131.20;0;8,131.20
01.11.2016;03:15:00;7,295.20;0;7,295.20
01.11.2016;03:30:00;6,767.20;0;6,767.20
01.11.2016;03:45:00;6,635.20;0;6,635.20
01.11.2016;04:00:00;6,661.60;0;6,661.60
01.11.2016;04:15:00;6,494.40;0;6,494.40
01.11.2016;04:30:00;7,550.40;0;7,550.40
01.11.2016;04:45:00;7,752.80;0;7,752.80
01.11.2016;05:00:00;7,858.40;0;7,858.40
01.11.2016;05:15:00;8,377.60;0;8,377.60
01.11.2016;05:30:00;8,219.20;0;8,219.20
01.11.2016;05:45:00;8,333.60;0;8,333.60
01.11.2016;06:00:00;8,932.00;0;8,932.00
01.11.2016;06:15:00;9,785.60;0;9,785.60
01.11.2016;06:30:00;10,797.60;0;10,797.60
01.11.2016;06:45:00;11,475.20;0;11,475.20
01.11.2016;07:00:00;12,364.00;0;12,364.00
01.11.2016;07:15:00;12,267.20;0;12,267.20
01.11.2016;07:30:00;12,962.40;0;12,962.40
01.11.2016;07:45:00;13,719.20;0;13,719.20
01.11.2016;08:00:00;14,009.60;0;14,009.60
01.11.2016;08:15:00;13,930.40;0;13,930.40
01.11.2016;08:30:00;13,886.40;0;13,886.40
01.11.2016;08:45:00;14,467.20;0;14,467.20
01.11.2016;09:00:00;15,532.00;0;15,532.00
01.11.2016;09:15:00;16,183.20;0;16,183.20
01.11.2016;09:30:00;16,552.80;0;16,552.80
01.11.2016;09:45:00;16,297.60;0;16,297.60
01.11.2016;10:00:00;16,385.60;0;16,385.60
01.11.2016;10:15:00;15,963.20;0;15,963.20
01.11.2016;10:30:00;16,297.60;0;16,297.60
01.11.2016;10:45:00;16,209.60;0;16,209.60
01.11.2016;11:00:00;16,315.20;0;16,315.20
01.11.2016;11:15:00;16,737.60;0;16,737.60
01.11.2016;11:30:00;16,799.20;0;16,799.20
01.11.2016;11:45:00;16,940.00;0;16,940.00
01.11.2016;12:00:00;17,036.80;0;17,036.80
01.11.2016;12:15:00;15,778.40;0;15,778.40
01.11.2016;12:30:00;15,646.40;0;15,646.40
01.11.2016;12:45:00;15,435.20;0;15,435.20
01.11.2016;13:00:00;15,004.00;0;15,004.00
01.11.2016;13:15:00;14,432.00;0;14,432.00
01.11.2016;13:30:00;14,291.20;0;14,291.20
01.11.2016;13:45:00;13,992.00;0;13,992.00
01.11.2016;14:00:00;13,622.40;0;13,622.40
01.11.2016;14:15:00;13,464.00;0;13,464.00
01.11.2016;14:30:00;13,305.60;0;13,305.60
01.11.2016;14:45:00;13,288.00;0;13,288.00
01.11.2016;15:00:00;13,437.60;0;13,437.60
01.11.2016;15:15:00;13,851.20;0;13,851.20
01.11.2016;15:30:00;13,833.60;0;13,833.60
01.11.2016;15:45:00;13,912.80;0;13,912.80
01.11.2016;16:00:00;13,560.80;0;13,560.80
01.11.2016;16:15:00;12,117.60;0;12,117.60
01.11.2016;16:30:00;11,572.00;0;11,572.00
01.11.2016;16:45:00;11,105.60;0;11,105.60
01.11.2016;17:00:00;9,574.40;0;9,574.40
01.11.2016;17:15:00;8,201.60;0;8,201.60
01.11.2016;17:30:00;7,004.80;0;7,004.80
01.11.2016;17:45:00;7,656.00;0;7,656.00
01.11.2016;18:00:00;7,286.40;0;7,286.40
01.11.2016;18:15:00;5,904.80;0;5,904.80
01.11.2016;18:30:00;4,549.60;0;4,549.60
01.11.2016;18:45:00;4,232.80;0;4,232.80
01.11.2016;19:00:00;2,701.60;0;2,701.60
01.11.2016;19:15:00;1,056.00;-26.4;1,029.60
01.11.2016;19:30:00;2,085.60;0;2,085.60
01.11.2016;19:45:00;2,314.40;0;2,314.40
01.11.2016;20:00:00;536.8;-950.4;-413.6
01.11.2016;20:15:00;0;-2,296.80;-2,296.80
01.11.2016;20:30:00;17.6;-1,267.20;-1,249.60
01.11.2016;20:45:00;0;-1,293.60;-1,293.60
01.11.2016;21:00:00;220;-1,020.80;-800.8
01.11.2016;21:15:00;897.6;-17.6;880
01.11.2016;21:30:00;352;-123.2;228.8
01.11.2016;21:45:00;457.6;-114.4;343.2
01.11.2016;22:00:00;5,200.80;0;5,200.80
01.11.2016;22:15:00;6,160.00;0;6,160.00
01.11.2016;22:30:00;5,016.00;0;5,016.00
01.11.2016;22:45:00;5,112.80;0;5,112.80
01.11.2016;23:00:00;5,764.00;0;5,764.00
01.11.2016;23:15:00;3,326.40;0;3,326.40
01.11.2016;23:30:00;2,965.60;0;2,965.60
01.11.2016;23:45:00;5,086.40;0;5,086.40
02.11.2016;00:00:00;5,860.80;0;5,860.80
02.11.2016;00:15:00;7,040.00;0;7,040.00
02.11.2016;00:30:00;7,119.20;0;7,119.20
02.11.2016;00:45:00;8,166.40;0;8,166.40
02.11.2016;01:00:00;7,506.40;0;7,506.40
02.11.2016;01:15:00;8,025.60;0;8,025.60
02.11.2016;01:30:00;8,465.60;0;8,465.60
02.11.2016;01:45:00;8,360.00;0;8,360.00
02.11.2016;02:00:00;6,529.60;0;6,529.60
02.11.2016;02:15:00;5,570.40;0;5,570.40
02.11.2016;02:30:00;4,690.40;0;4,690.40
02.11.2016;02:45:00;3,528.80;0;3,528.80
02.11.2016;03:00:00;3,854.40;0;3,854.40
02.11.2016;03:15:00;4,716.80;0;4,716.80
02.11.2016;03:30:00;6,054.40;0;6,054.40
02.11.2016;03:45:00;6,019.20;0;6,019.20
02.11.2016;04:00:00;4,875.20;0;4,875.20
02.11.2016;04:15:00;4,646.40;0;4,646.40
02.11.2016;04:30:00;5,403.20;0;5,403.20
02.11.2016;04:45:00;4,312.00;0;4,312.00
02.11.2016;05:00:00;4,021.60;0;4,021.60
02.11.2016;05:15:00;4,884.00;0;4,884.00
02.11.2016;05:30:00;4,813.60;0;4,813.60
02.11.2016;05:45:00;3,053.60;0;3,053.60
02.11.2016;06:00:00;4,857.60;0;4,857.60
02.11.2016;06:15:00;5,896.00;0;5,896.00
02.11.2016;06:30:00;6,881.60;0;6,881.60
02.11.2016;06:45:00;9,504.00;0;9,504.00
02.11.2016;07:00:00;9,442.40;0;9,442.40
02.11.2016;07:15:00;10,859.20;0;10,859.20
02.11.2016;07:30:00;11,272.80;0;11,272.80
02.11.2016;07:45:00;9,653.60;0;9,653.60
02.11.2016;08:00:00;9,169.60;0;9,169.60
02.11.2016;08:15:00;10,595.20;0;10,595.20
02.11.2016;08:30:00;10,225.60;0;10,225.60
02.11.2016;08:45:00;10,876.80;0;10,876.80
02.11.2016;09:00:00;11,440.00;0;11,440.00
02.11.2016;09:15:00;7,453.60;0;7,453.60
02.11.2016;09:30:00;3,335.20;0;3,335.20
02.11.2016;09:45:00;6,969.60;0;6,969.60
02.11.2016;10:00:00;6,644.00;0;6,644.00
02.11.2016;10:15:00;5,262.40;0;5,262.40
02.11.2016;10:30:00;3,608.00;-17.6;3,590.40
02.11.2016;10:45:00;4,760.80;0;4,760.80
02.11.2016;11:00:00;8,280.80;0;8,280.80
02.11.2016;11:15:00;8,201.60;0;8,201.60
02.11.2016;11:30:00;6,749.60;0;6,749.60
02.11.2016;11:45:00;3,898.40;0;3,898.40
02.11.2016;12:00:00;959.2;-457.6;501.6
02.11.2016;12:15:00;1,064.80;-220;844.8
02.11.2016;12:30:00;1,742.40;-26.4;1,716.00
02.11.2016;12:45:00;3,370.40;-8.8;3,361.60
02.11.2016;13:00:00;3,106.40;0;3,106.40
02.11.2016;13:15:00;3,027.20;0;3,027.20
02.11.2016;13:30:00;3,828.00;0;3,828.00
02.11.2016;13:45:00;5,007.20;0;5,007.20
02.11.2016;14:00:00;4,268.00;0;4,268.00
02.11.2016;14:15:00;2,032.80;-17.6;2,015.20
02.11.2016;14:30:00;2,640.00;-96.8;2,543.20
02.11.2016;14:45:00;140.8;-1,267.20;-1,126.40
02.11.2016;15:00:00;79.2;-2,560.80;-2,481.60
02.11.2016;15:15:00;2,288.00;-396;1,892.00
02.11.2016;15:30:00;730.4;-211.2;519.2
02.11.2016;15:45:00;1,953.60;-70.4;1,883.20
02.11.2016;16:00:00;2,798.40;0;2,798.40
02.11.2016;16:15:00;1,628.00;-8.8;1,619.20
02.11.2016;16:30:00;2,736.80;-8.8;2,728.00
02.11.2016;16:45:00;387.2;-492.8;-105.6
02.11.2016;17:00:00;26.4;-1,170.40;-1,144.00
02.11.2016;17:15:00;712.8;-475.2;237.6
02.11.2016;17:30:00;1,812.80;0;1,812.80
02.11.2016;17:45:00;3,000.80;0;3,000.80
02.11.2016;18:00:00;2,217.60;-8.8;2,208.80
02.11.2016;18:15:00;2,499.20;0;2,499.20
02.11.2016;18:30:00;519.2;-360.8;158.4
02.11.2016;18:45:00;1,496.00;-79.2;1,416.80
02.11.2016;19:00:00;2,499.20;-8.8;2,490.40
02.11.2016;19:15:00;2,384.80;0;2,384.80
02.11.2016;19:30:00;3,414.40;0;3,414.40
02.11.2016;19:45:00;2,490.40;-8.8;2,481.60
02.11.2016;20:00:00;360.8;-915.2;-554.4
02.11.2016;20:15:00;343.2;-475.2;-132
02.11.2016;20:30:00;1,566.40;-26.4;1,540.00
02.11.2016;20:45:00;2,666.40;0;2,666.40
02.11.2016;21:00:00;2,666.40;-96.8;2,569.60
02.11.2016;21:15:00;4,294.40;0;4,294.40
02.11.2016;21:30:00;5,192.00;0;5,192.00
02.11.2016;21:45:00;6,661.60;0;6,661.60
02.11.2016;22:00:00;6,353.60;0;6,353.60
02.11.2016;22:15:00;4,373.60;0;4,373.60
02.11.2016;22:30:00;3,652.00;0;3,652.00
02.11.2016;22:45:00;3,062.40;0;3,062.40
02.11.2016;23:00:00;492.8;-1,029.60;-536.8
02.11.2016;23:15:00;281.6;-316.8;-35.2
02.11.2016;23:30:00;0;-1,100.00;-1,100.00
02.11.2016;23:45:00;0;-853.6;-853.6
03.11.2016;00:00:00;0;-1,372.80;-1,372.80
03.11.2016;00:15:00;202.4;-624.8;-422.4
03.11.2016;00:30:00;26.4;-1,188.00;-1,161.60
03.11.2016;00:45:00;17.6;-1,452.00;-1,434.40
03.11.2016;01:00:00;8.8;-853.6;-844.8
03.11.2016;01:15:00;237.6;-1,091.20;-853.6
03.11.2016;01:30:00;0;-2,402.40;-2,402.40
03.11.2016;01:45:00;0;-2,411.20;-2,411.20
03.11.2016;02:00:00;52.8;-959.2;-906.4
03.11.2016;02:15:00;140.8;-431.2;-290.4
03.11.2016;02:30:00;0;-730.4;-730.4
03.11.2016;02:45:00;1,293.60;-114.4;1,179.20
03.11.2016;03:00:00;2,296.80;0;2,296.80
03.11.2016;03:15:00;4,408.80;0;4,408.80
03.11.2016;03:30:00;5,640.80;0;5,640.80
03.11.2016;03:45:00;5,852.00;0;5,852.00
03.11.2016;04:00:00;6,538.40;0;6,538.40
03.11.2016;04:15:00;5,948.80;0;5,948.80
03.11.2016;04:30:00;5,412.00;0;5,412.00
03.11.2016;04:45:00;5,297.60;0;5,297.60
03.11.2016;05:00:00;6,459.20;0;6,459.20
03.11.2016;05:15:00;6,916.80;0;6,916.80
03.11.2016;05:30:00;8,650.40;0;8,650.40
03.11.2016;05:45:00;7,356.80;0;7,356.80
03.11.2016;06:00:00;8,034.40;0;8,034.40
03.11.2016;06:15:00;9,257.60;0;9,257.60
03.11.2016;06:30:00;10,718.40;0;10,718.40
03.11.2016;06:45:00;12,170.40;0;12,170.40
03.11.2016;07:00:00;12,988.80;0;12,988.80
03.11.2016;07:15:00;13,525.60;0;13,525.60
03.11.2016;07:30:00;14,308.80;0;14,308.80
03.11.2016;07:45:00;14,907.20;0;14,907.20
03.11.2016;08:00:00;15,144.80;0;15,144.80
03.11.2016;08:15:00;15,901.60;0;15,901.60
03.11.2016;08:30:00;15,312.00;0;15,312.00
03.11.2016;08:45:00;15,435.20;0;15,435.20
03.11.2016;09:00:00;14,722.40;0;14,722.40
03.11.2016;09:15:00;13,930.40;0;13,930.40
03.11.2016;09:30:00;13,631.20;0;13,631.20
03.11.2016;09:45:00;13,701.60;0;13,701.60
03.11.2016;10:00:00;14,608.00;0;14,608.00
03.11.2016;10:15:00;14,414.40;0;14,414.40
03.11.2016;10:30:00;15,171.20;0;15,171.20
03.11.2016;10:45:00;16,359.20;0;16,359.20
03.11.2016;11:00:00;16,702.40;0;16,702.40
03.11.2016;11:15:00;16,808.00;0;16,808.00
03.11.2016;11:30:00;17,160.00;0;17,160.00
03.11.2016;11:45:00;17,494.40;0;17,494.40
03.11.2016;12:00:00;17,001.60;0;17,001.60
03.11.2016;12:15:00;17,010.40;0;17,010.40
03.11.2016;12:30:00;16,526.40;0;16,526.40
03.11.2016;12:45:00;16,860.80;0;16,860.80
03.11.2016;13:00:00;16,808.00;0;16,808.00
03.11.2016;13:15:00;16,702.40;0;16,702.40
03.11.2016;13:30:00;16,156.80;0;16,156.80
03.11.2016;13:45:00;16,086.40;0;16,086.40
03.11.2016;14:00:00;16,359.20;0;16,359.20
03.11.2016;14:15:00;16,130.40;0;16,130.40
03.11.2016;14:30:00;15,998.40;0;15,998.40
03.11.2016;14:45:00;14,986.40;0;14,986.40
03.11.2016;15:00:00;14,652.00;0;14,652.00
03.11.2016;15:15:00;14,546.40;0;14,546.40
03.11.2016;15:30:00;14,819.20;0;14,819.20
03.11.2016;15:45:00;14,977.60;0;14,977.60
03.11.2016;16:00:00;14,986.40;0;14,986.40
03.11.2016;16:15:00;15,100.80;0;15,100.80
03.11.2016;16:30:00;15,004.00;0;15,004.00
03.11.2016;16:45:00;14,863.20;0;14,863.20
03.11.2016;17:00:00;14,889.60;0;14,889.60
03.11.2016;17:15:00;14,810.40;0;14,810.40
03.11.2016;17:30:00;15,012.80;0;15,012.80
03.11.2016;17:45:00;15,232.80;0;15,232.80
03.11.2016;18:00:00;14,942.40;0;14,942.40
03.11.2016;18:15:00;13,798.40;0;13,798.40
03.11.2016;18:30:00;13,736.80;0;13,736.80
03.11.2016;18:45:00;13,376.00;0;13,376.00
03.11.2016;19:00:00;13,076.80;0;13,076.80
03.11.2016;19:15:00;12,161.60;0;12,161.60
03.11.2016;19:30:00;12,196.80;0;12,196.80
03.11.2016;19:45:00;11,765.60;0;11,765.60
03.11.2016;20:00:00;12,091.20;0;12,091.20
03.11.2016;20:15:00;11,730.40;0;11,730.40
03.11.2016;20:30:00;11,149.60;0;11,149.60
03.11.2016;20:45:00;11,000.00;0;11,000.00
03.11.2016;21:00:00;10,876.80;0;10,876.80
03.11.2016;21:15:00;10,445.60;0;10,445.60
03.11.2016;21:30:00;9,477.60;0;9,477.60
03.11.2016;21:45:00;8,958.40;0;8,958.40
03.11.2016;22:00:00;8,659.20;0;8,659.20
03.11.2016;22:15:00;9,187.20;0;9,187.20
03.11.2016;22:30:00;9,363.20;0;9,363.20
03.11.2016;22:45:00;9,222.40;0;9,222.40
03.11.2016;23:00:00;8,377.60;0;8,377.60
03.11.2016;23:15:00;7,022.40;0;7,022.40
03.11.2016;23:30:00;6,978.40;0;6,978.40
03.11.2016;23:45:00;7,788.00;0;7,788.00
04.11.2016;00:00:00;7,964.00;0;7,964.00
04.11.2016;00:15:00;8,747.20;0;8,747.20
04.11.2016;00:30:00;8,800.00;0;8,800.00
04.11.2016;00:45:00;8,439.20;0;8,439.20
04.11.2016;01:00:00;8,342.40;0;8,342.40
04.11.2016;01:15:00;7,436.00;0;7,436.00
04.11.2016;01:30:00;4,241.60;0;4,241.60
04.11.2016;01:45:00;3,520.00;0;3,520.00
04.11.2016;02:00:00;6,248.00;0;6,248.00
04.11.2016;02:15:00;6,591.20;0;6,591.20
04.11.2016;02:30:00;4,778.40;0;4,778.40
04.11.2016;02:45:00;3,819.20;0;3,819.20
04.11.2016;03:00:00;4,796.00;0;4,796.00
04.11.2016;03:15:00;5,799.20;0;5,799.20
04.11.2016;03:30:00;6,177.60;0;6,177.60
04.11.2016;03:45:00;6,450.40;0;6,450.40
04.11.2016;04:00:00;6,010.40;0;6,010.40
04.11.2016;04:15:00;6,846.40;0;6,846.40
04.11.2016;04:30:00;7,321.60;0;7,321.60
04.11.2016;04:45:00;6,978.40;0;6,978.40
04.11.2016;05:00:00;6,327.20;0;6,327.20
04.11.2016;05:15:00;7,304.00;0;7,304.00
04.11.2016;05:30:00;6,116.00;0;6,116.00
04.11.2016;05:45:00;5,649.60;0;5,649.60
04.11.2016;06:00:00;4,884.00;0;4,884.00
04.11.2016;06:15:00;6,925.60;0;6,925.60
04.11.2016;06:30:00;8,817.60;0;8,817.60
04.11.2016;06:45:00;9,873.60;0;9,873.60
04.11.2016;07:00:00;11,079.20;0;11,079.20
04.11.2016;07:15:00;12,003.20;0;12,003.20
04.11.2016;07:30:00;11,492.80;0;11,492.80
04.11.2016;07:45:00;10,507.20;0;10,507.20
04.11.2016;08:00:00;12,416.80;0;12,416.80
04.11.2016;08:15:00;15,074.40;0;15,074.40
04.11.2016;08:30:00;14,968.80;0;14,968.80
04.11.2016;08:45:00;14,986.40;0;14,986.40
04.11.2016;09:00:00;15,039.20;0;15,039.20
04.11.2016;09:15:00;14,942.40;0;14,942.40
04.11.2016;09:30:00;15,056.80;0;15,056.80
04.11.2016;09:45:00;15,074.40;0;15,074.40
04.11.2016;10:00:00;14,625.60;0;14,625.60
04.11.2016;10:15:00;14,801.60;0;14,801.60
04.11.2016;10:30:00;15,725.60;0;15,725.60
04.11.2016;10:45:00;15,655.20;0;15,655.20
04.11.2016;11:00:00;16,033.60;0;16,033.60
04.11.2016;11:15:00;16,456.00;0;16,456.00
04.11.2016;11:30:00;15,056.80;0;15,056.80
04.11.2016;11:45:00;13,323.20;0;13,323.20
04.11.2016;12:00:00;13,455.20;0;13,455.20
04.11.2016;12:15:00;14,194.40;0;14,194.40
04.11.2016;12:30:00;14,916.00;0;14,916.00
04.11.2016;12:45:00;15,276.80;0;15,276.80
04.11.2016;13:00:00;15,074.40;0;15,074.40
04.11.2016;13:15:00;14,616.80;0;14,616.80
04.11.2016;13:30:00;14,713.60;0;14,713.60
04.11.2016;13:45:00;14,326.40;0;14,326.40
04.11.2016;14:00:00;14,124.00;0;14,124.00
04.11.2016;14:15:00;14,300.00;0;14,300.00
04.11.2016;14:30:00;13,860.00;0;13,860.00
04.11.2016;14:45:00;14,168.00;0;14,168.00
04.11.2016;15:00:00;14,344.00;0;14,344.00
04.11.2016;15:15:00;14,106.40;0;14,106.40
04.11.2016;15:30:00;13,895.20;0;13,895.20
04.11.2016;15:45:00;13,728.00;0;13,728.00
04.11.2016;16:00:00;13,279.20;0;13,279.20
04.11.2016;16:15:00;12,390.40;0;12,390.40
04.11.2016;16:30:00;11,730.40;0;11,730.40
04.11.2016;16:45:00;11,096.80;0;11,096.80
04.11.2016;17:00:00;9,257.60;0;9,257.60
04.11.2016;17:15:00;8,606.40;0;8,606.40
04.11.2016;17:30:00;9,416.00;0;9,416.00
04.11.2016;17:45:00;9,644.80;0;9,644.80
04.11.2016;18:00:00;10,868.00;0;10,868.00
04.11.2016;18:15:00;11,413.60;0;11,413.60
04.11.2016;18:30:00;10,621.60;0;10,621.60
04.11.2016;18:45:00;11,616.00;0;11,616.00
04.11.2016;19:00:00;11,360.80;0;11,360.80
04.11.2016;19:15:00;12,003.20;0;12,003.20
04.11.2016;19:30:00;11,985.60;0;11,985.60
04.11.2016;19:45:00;10,604.00;0;10,604.00
04.11.2016;20:00:00;8,509.60;0;8,509.60
04.11.2016;20:15:00;7,172.00;0;7,172.00
04.11.2016;20:30:00;7,876.00;0;7,876.00
04.11.2016;20:45:00;9,512.80;0;9,512.80
04.11.2016;21:00:00;8,289.60;0;8,289.60
04.11.2016;21:15:00;7,664.80;0;7,664.80
04.11.2016;21:30:00;6,749.60;0;6,749.60
04.11.2016;21:45:00;8,263.20;0;8,263.20
04.11.2016;22:00:00;7,084.00;0;7,084.00
04.11.2016;22:15:00;6,626.40;0;6,626.40
04.11.2016;22:30:00;6,195.20;0;6,195.20
04.11.2016;22:45:00;5,816.80;0;5,816.80
04.11.2016;23:00:00;7,691.20;0;7,691.20
04.11.2016;23:15:00;6,679.20;0;6,679.20
04.11.2016;23:30:00;5,711.20;0;5,711.20
04.11.2016;23:45:00;5,614.40;0;5,614.40
05.11.2016;00:00:00;5,887.20;0;5,887.20
05.11.2016;00:15:00;5,156.80;0;5,156.80
05.11.2016;00:30:00;4,875.20;0;4,875.20
05.11.2016;00:45:00;4,857.60;0;4,857.60
05.11.2016;01:00:00;4,347.20;0;4,347.20
05.11.2016;01:15:00;3,599.20;0;3,599.20
05.11.2016;01:30:00;3,009.60;0;3,009.60
05.11.2016;01:45:00;4,980.80;0;4,980.80
05.11.2016;02:00:00;4,620.00;0;4,620.00
05.11.2016;02:15:00;4,743.20;0;4,743.20
05.11.2016;02:30:00;4,716.80;0;4,716.80
05.11.2016;02:45:00;1,416.80;0;1,416.80
05.11.2016;03:00:00;1,874.40;0;1,874.40
05.11.2016;03:15:00;2,015.20;0;2,015.20
05.11.2016;03:30:00;2,024.00;0;2,024.00
05.11.2016;03:45:00;2,411.20;0;2,411.20
05.11.2016;04:00:00;3,273.60;0;3,273.60
05.11.2016;04:15:00;2,596.00;0;2,596.00
05.11.2016;04:30:00;457.6;-123.2;334.4
05.11.2016;04:45:00;1,249.60;0;1,249.60
05.11.2016;05:00:00;1,320.00;0;1,320.00
05.11.2016;05:15:00;1,047.20;-8.8;1,038.40
05.11.2016;05:30:00;950.4;0;950.4
05.11.2016;05:45:00;3,713.60;0;3,713.60
05.11.2016;06:00:00;4,505.60;0;4,505.60
05.11.2016;06:15:00;4,954.40;0;4,954.40
05.11.2016;06:30:00;5,183.20;0;5,183.20
05.11.2016;06:45:00;5,869.60;0;5,869.60
05.11.2016;07:00:00;5,948.80;0;5,948.80
05.11.2016;07:15:00;5,473.60;0;5,473.60
05.11.2016;07:30:00;5,051.20;0;5,051.20
05.11.2016;07:45:00;4,822.40;0;4,822.40
05.11.2016;08:00:00;4,241.60;0;4,241.60
05.11.2016;08:15:00;4,470.40;0;4,470.40
05.11.2016;08:30:00;3,440.80;0;3,440.80
05.11.2016;08:45:00;3,256.00;0;3,256.00
05.11.2016;09:00:00;4,426.40;0;4,426.40
05.11.2016;09:15:00;4,558.40;0;4,558.40
05.11.2016;09:30:00;5,420.80;0;5,420.80
05.11.2016;09:45:00;6,855.20;0;6,855.20
05.11.2016;10:00:00;7,356.80;0;7,356.80
05.11.2016;10:15:00;7,612.00;0;7,612.00
05.11.2016;10:30:00;7,400.80;0;7,400.80
05.11.2016;10:45:00;7,312.80;0;7,312.80
05.11.2016;11:00:00;7,268.80;0;7,268.80
05.11.2016;11:15:00;7,814.40;0;7,814.40
05.11.2016;11:30:00;8,879.20;0;8,879.20
05.11.2016;11:45:00;8,879.20;0;8,879.20
05.11.2016;12:00:00;9,134.40;0;9,134.40
05.11.2016;12:15:00;9,345.60;0;9,345.60
05.11.2016;12:30:00;9,196.00;0;9,196.00
05.11.2016;12:45:00;8,870.40;0;8,870.40
05.11.2016;13:00:00;8,404.00;0;8,404.00
05.11.2016;13:15:00;6,732.00;0;6,732.00
05.11.2016;13:30:00;5,790.40;0;5,790.40
05.11.2016;13:45:00;4,496.80;0;4,496.80
05.11.2016;14:00:00;5,596.80;0;5,596.80
05.11.2016;14:15:00;6,274.40;0;6,274.40
05.11.2016;14:30:00;7,057.60;0;7,057.60
05.11.2016;14:45:00;5,614.40;0;5,614.40
05.11.2016;15:00:00;5,579.20;0;5,579.20
05.11.2016;15:15:00;5,728.80;0;5,728.80
05.11.2016;15:30:00;5,227.20;0;5,227.20
05.11.2016;15:45:00;4,074.40;0;4,074.40
05.11.2016;16:00:00;4,162.40;0;4,162.40
05.11.2016;16:15:00;4,523.20;0;4,523.20
05.11.2016;16:30:00;3,845.60;0;3,845.60
05.11.2016;16:45:00;4,048.00;0;4,048.00
05.11.2016;17:00:00;5,623.20;0;5,623.20
05.11.2016;17:15:00;4,892.80;0;4,892.80
05.11.2016;17:30:00;5,174.40;0;5,174.40
05.11.2016;17:45:00;5,042.40;0;5,042.40
05.11.2016;18:00:00;5,060.00;0;5,060.00
05.11.2016;18:15:00;3,212.00;0;3,212.00
05.11.2016;18:30:00;3,951.20;0;3,951.20
05.11.2016;18:45:00;5,007.20;0;5,007.20
05.11.2016;19:00:00;4,496.80;0;4,496.80
05.11.2016;19:15:00;1,830.40;-17.6;1,812.80
05.11.2016;19:30:00;2,411.20;0;2,411.20
05.11.2016;19:45:00;2,648.80;0;2,648.80
05.11.2016;20:00:00;2,032.80;0;2,032.80
05.11.2016;20:15:00;1,276.00;-61.6;1,214.40
05.11.2016;20:30:00;61.6;-1,680.80;-1,619.20
05.11.2016;20:45:00;0;-1,707.20;-1,707.20
05.11.2016;21:00:00;0;-3,106.40;-3,106.40
05.11.2016;21:15:00;0;-2,305.60;-2,305.60
05.11.2016;21:30:00;0;-2,569.60;-2,569.60
05.11.2016;21:45:00;0;-2,103.20;-2,103.20
05.11.2016;22:00:00;316.8;-325.6;-8.8
05.11.2016;22:15:00;8.8;-519.2;-510.4
05.11.2016;22:30:00;0;-2,851.20;-2,851.20
05.11.2016;22:45:00;0;-4,312.00;-4,312.00
05.11.2016;23:00:00;0;-4,391.20;-4,391.20
05.11.2016;23:15:00;0;-4,664.00;-4,664.00
05.11.2016;23:30:00;0;-3,476.00;-3,476.00
05.11.2016;23:45:00;0;-3,071.20;-3,071.20
06.11.2016;00:00:00;0;-3,132.80;-3,132.80
06.11.2016;00:15:00;0;-5,253.60;-5,253.60
06.11.2016;00:30:00;0;-4,954.40;-4,954.40
06.11.2016;00:45:00;0;-5,051.20;-5,051.20
06.11.2016;01:00:00;0;-4,813.60;-4,813.60
06.11.2016;01:15:00;0;-1,601.60;-1,601.60
06.11.2016;01:30:00;17.6;-915.2;-897.6
06.11.2016;01:45:00;0;-4,514.40;-4,514.40
06.11.2016;02:00:00;0;-3,678.40;-3,678.40
06.11.2016;02:15:00;0;-3,986.40;-3,986.40
06.11.2016;02:30:00;0;-3,458.40;-3,458.40
06.11.2016;02:45:00;0;-3,731.20;-3,731.20
06.11.2016;03:00:00;1,126.40;-264;862.4
06.11.2016;03:15:00;1,575.20;0;1,575.20
06.11.2016;03:30:00;563.2;-158.4;404.8
06.11.2016;03:45:00;792;-167.2;624.8
06.11.2016;04:00:00;862.4;-17.6;844.8
06.11.2016;04:15:00;765.6;-17.6;748
06.11.2016;04:30:00;79.2;-1,566.40;-1,487.20
06.11.2016;04:45:00;17.6;-1,020.80;-1,003.20
06.11.2016;05:00:00;0;-1,900.80;-1,900.80
06.11.2016;05:15:00;52.8;-862.4;-809.6
06.11.2016;05:30:00;35.2;-1,020.80;-985.6
06.11.2016;05:45:00;0;-2,719.20;-2,719.20
06.11.2016;06:00:00;0;-2,692.80;-2,692.80
06.11.2016;06:15:00;0;-1,944.80;-1,944.80
06.11.2016;06:30:00;0;-994.4;-994.4
06.11.2016;06:45:00;0;-3,282.40;-3,282.40
06.11.2016;07:00:00;0;-2,939.20;-2,939.20
06.11.2016;07:15:00;0;-4,382.40;-4,382.40
06.11.2016;07:30:00;0;-2,147.20;-2,147.20
06.11.2016;07:45:00;0;-4,109.60;-4,109.60
