Datum;Uhrzeit;Entnahme;Einspeisung;Residuallast
24.04.2017;12:30:00;14,256.00;0;14,256.00
24.04.2017;12:45:00;13,076.80;0;13,076.80
24.04.2017;13:00:00;13,024.00;0;13,024.00
24.04.2017;13:15:00;13,235.20;0;13,235.20
24.04.2017;13:30:00;13,420.00;0;13,420.00
24.04.2017;13:45:00;12,284.80;0;12,284.80
24.04.2017;14:00:00;12,355.20;0;12,355.20
24.04.2017;14:15:00;11,105.60;0;11,105.60
24.04.2017;14:30:00;11,748.00;0;11,748.00
24.04.2017;14:45:00;11,704.00;0;11,704.00
24.04.2017;15:00:00;12,557.60;0;12,557.60
24.04.2017;15:15:00;11,976.80;0;11,976.80
24.04.2017;15:30:00;11,739.20;0;11,739.20
24.04.2017;15:45:00;11,325.60;0;11,325.60
24.04.2017;16:00:00;11,158.40;0;11,158.40
24.04.2017;16:15:00;10,516.00;0;10,516.00
24.04.2017;16:30:00;10,410.40;0;10,410.40
24.04.2017;16:45:00;10,076.00;0;10,076.00
24.04.2017;17:00:00;11,642.40;0;11,642.40
24.04.2017;17:15:00;12,760.00;0;12,760.00
24.04.2017;17:30:00;12,240.80;0;12,240.80
24.04.2017;17:45:00;12,689.60;0;12,689.60
24.04.2017;18:00:00;12,962.40;0;12,962.40
24.04.2017;18:15:00;12,566.40;0;12,566.40
24.04.2017;18:30:00;12,469.60;0;12,469.60
24.04.2017;18:45:00;11,739.20;0;11,739.20
24.04.2017;19:00:00;12,355.20;0;12,355.20
24.04.2017;19:15:00;11,880.00;0;11,880.00
24.04.2017;19:30:00;12,100.00;0;12,100.00
24.04.2017;19:45:00;12,267.20;0;12,267.20
24.04.2017;20:00:00;13,235.20;0;13,235.20
24.04.2017;20:15:00;12,584.00;0;12,584.00
24.04.2017;20:30:00;11,871.20;0;11,871.20
24.04.2017;20:45:00;11,642.40;0;11,642.40
24.04.2017;21:00:00;10,419.20;0;10,419.20
24.04.2017;21:15:00;8,993.60;0;8,993.60
24.04.2017;21:30:00;6,010.40;0;6,010.40
24.04.2017;21:45:00;5,579.20;0;5,579.20
24.04.2017;22:00:00;5,764.00;0;5,764.00
24.04.2017;22:15:00;4,752.00;0;4,752.00
24.04.2017;22:30:00;5,904.80;0;5,904.80
24.04.2017;22:45:00;7,022.40;0;7,022.40
24.04.2017;23:00:00;7,471.20;0;7,471.20
24.04.2017;23:15:00;6,468.00;0;6,468.00
24.04.2017;23:30:00;6,054.40;0;6,054.40
24.04.2017;23:45:00;5,720.00;0;5,720.00
25.04.2017;00:00:00;6,732.00;0;6,732.00
25.04.2017;00:15:00;6,116.00;0;6,116.00
25.04.2017;00:30:00;5,324.00;0;5,324.00
25.04.2017;00:45:00;5,473.60;0;5,473.60
25.04.2017;01:00:00;5,060.00;0;5,060.00
25.04.2017;01:15:00;2,261.60;0;2,261.60
25.04.2017;01:30:00;1,698.40;0;1,698.40
25.04.2017;01:45:00;1,988.80;0;1,988.80
25.04.2017;02:00:00;1,126.40;0;1,126.40
25.04.2017;02:15:00;475.2;-17.6;457.6
25.04.2017;02:30:00;589.6;-17.6;572
25.04.2017;02:45:00;1,628.00;0;1,628.00
25.04.2017;03:00:00;52.8;-880;-827.2
25.04.2017;03:15:00;132;-1,003.20;-871.2
25.04.2017;03:30:00;1,258.40;0;1,258.40
25.04.2017;03:45:00;176;-88;88
25.04.2017;04:00:00;105.6;-422.4;-316.8
25.04.2017;04:15:00;0;-1,540.00;-1,540.00
25.04.2017;04:30:00;0;-2,288.00;-2,288.00
25.04.2017;04:45:00;0;-1,680.80;-1,680.80
25.04.2017;05:00:00;0;-1,733.60;-1,733.60
25.04.2017;05:15:00;123.2;-1,082.40;-959.2
25.04.2017;05:30:00;554.4;-176;378.4
25.04.2017;05:45:00;3,828.00;0;3,828.00
25.04.2017;06:00:00;5,640.80;0;5,640.80
25.04.2017;06:15:00;3,951.20;0;3,951.20
25.04.2017;06:30:00;2,701.60;0;2,701.60
25.04.2017;06:45:00;140.8;-2,587.20;-2,446.40
25.04.2017;07:00:00;8.8;-1,144.00;-1,135.20
25.04.2017;07:15:00;1,830.40;-140.8;1,689.60
25.04.2017;07:30:00;4,452.80;0;4,452.80
25.04.2017;07:45:00;3,458.40;0;3,458.40
25.04.2017;08:00:00;4,954.40;0;4,954.40
25.04.2017;08:15:00;8,536.00;0;8,536.00
25.04.2017;08:30:00;6,732.00;0;6,732.00
25.04.2017;08:45:00;7,427.20;0;7,427.20
25.04.2017;09:00:00;6,908.00;0;6,908.00
25.04.2017;09:15:00;7,691.20;0;7,691.20
25.04.2017;09:30:00;6,872.80;0;6,872.80
25.04.2017;09:45:00;5,887.20;0;5,887.20
25.04.2017;10:00:00;6,723.20;0;6,723.20
25.04.2017;10:15:00;5,482.40;0;5,482.40
25.04.2017;10:30:00;5,764.00;0;5,764.00
25.04.2017;10:45:00;7,427.20;0;7,427.20
25.04.2017;11:00:00;7,761.60;0;7,761.60
25.04.2017;11:15:00;9,248.80;0;9,248.80
25.04.2017;11:30:00;6,960.80;0;6,960.80
25.04.2017;11:45:00;8,360.00;0;8,360.00
25.04.2017;12:00:00;6,872.80;0;6,872.80
25.04.2017;12:15:00;5,711.20;0;5,711.20
25.04.2017;12:30:00;7,365.60;0;7,365.60
25.04.2017;12:45:00;3,282.40;0;3,282.40
25.04.2017;13:00:00;2,455.20;0;2,455.20
25.04.2017;13:15:00;2,164.80;-79.2;2,085.60
25.04.2017;13:30:00;2,895.20;-35.2;2,860.00
25.04.2017;13:45:00;2,156.00;-246.4;1,909.60
25.04.2017;14:00:00;809.6;-440;369.6
25.04.2017;14:15:00;2,780.80;-334.4;2,446.40
25.04.2017;14:30:00;3,898.40;0;3,898.40
25.04.2017;14:45:00;2,499.20;0;2,499.20
25.04.2017;15:00:00;2,112.00;0;2,112.00
25.04.2017;15:15:00;818.4;-228.8;589.6
25.04.2017;15:30:00;3,449.60;-8.8;3,440.80
25.04.2017;15:45:00;5,148.00;0;5,148.00
25.04.2017;16:00:00;5,464.80;0;5,464.80
25.04.2017;16:15:00;3,731.20;0;3,731.20
25.04.2017;16:30:00;5,500.00;0;5,500.00
25.04.2017;16:45:00;5,024.80;0;5,024.80
25.04.2017;17:00:00;5,156.80;0;5,156.80
25.04.2017;17:15:00;5,086.40;0;5,086.40
25.04.2017;17:30:00;4,118.40;0;4,118.40
25.04.2017;17:45:00;5,139.20;0;5,139.20
25.04.2017;18:00:00;3,212.00;-35.2;3,176.80
25.04.2017;18:15:00;8,465.60;0;8,465.60
25.04.2017;18:30:00;8,606.40;0;8,606.40
25.04.2017;18:45:00;6,265.60;0;6,265.60
25.04.2017;19:00:00;7,400.80;0;7,400.80
25.04.2017;19:15:00;9,081.60;0;9,081.60
25.04.2017;19:30:00;8,588.80;0;8,588.80
25.04.2017;19:45:00;7,664.80;0;7,664.80
25.04.2017;20:00:00;6,151.20;0;6,151.20
25.04.2017;20:15:00;9,574.40;0;9,574.40
25.04.2017;20:30:00;11,220.00;0;11,220.00
25.04.2017;20:45:00;11,695.20;0;11,695.20
25.04.2017;21:00:00;11,959.20;0;11,959.20
25.04.2017;21:15:00;10,876.80;0;10,876.80
25.04.2017;21:30:00;10,595.20;0;10,595.20
25.04.2017;21:45:00;9,037.60;0;9,037.60
25.04.2017;22:00:00;9,433.60;0;9,433.60
25.04.2017;22:15:00;9,257.60;0;9,257.60
25.04.2017;22:30:00;8,527.20;0;8,527.20
25.04.2017;22:45:00;8,474.40;0;8,474.40
25.04.2017;23:00:00;8,835.20;0;8,835.20
25.04.2017;23:15:00;8,527.20;0;8,527.20
25.04.2017;23:30:00;8,720.80;0;8,720.80
25.04.2017;23:45:00;8,720.80;0;8,720.80
26.04.2017;00:00:00;7,814.40;0;7,814.40
26.04.2017;00:15:00;8,404.00;0;8,404.00
26.04.2017;00:30:00;8,800.00;0;8,800.00
26.04.2017;00:45:00;7,823.20;0;7,823.20
26.04.2017;01:00:00;7,559.20;0;7,559.20
26.04.2017;01:15:00;7,110.40;0;7,110.40
26.04.2017;01:30:00;7,462.40;0;7,462.40
26.04.2017;01:45:00;7,638.40;0;7,638.40
26.04.2017;02:00:00;7,752.80;0;7,752.80
26.04.2017;02:15:00;8,016.80;0;8,016.80
26.04.2017;02:30:00;8,228.00;0;8,228.00
26.04.2017;02:45:00;7,990.40;0;7,990.40
26.04.2017;03:00:00;9,231.20;0;9,231.20
26.04.2017;03:15:00;9,970.40;0;9,970.40
26.04.2017;03:30:00;9,741.60;0;9,741.60
26.04.2017;03:45:00;9,671.20;0;9,671.20
26.04.2017;04:00:00;10,296.00;0;10,296.00
26.04.2017;04:15:00;9,944.00;0;9,944.00
26.04.2017;04:30:00;10,172.80;0;10,172.80
26.04.2017;04:45:00;9,671.20;0;9,671.20
26.04.2017;05:00:00;10,155.20;0;10,155.20
26.04.2017;05:15:00;10,436.80;0;10,436.80
26.04.2017;05:30:00;10,260.80;0;10,260.80
26.04.2017;05:45:00;10,172.80;0;10,172.80
26.04.2017;06:00:00;9,970.40;0;9,970.40
26.04.2017;06:15:00;10,181.60;0;10,181.60
26.04.2017;06:30:00;10,727.20;0;10,727.20
26.04.2017;06:45:00;11,237.60;0;11,237.60
26.04.2017;07:00:00;10,472.00;0;10,472.00
26.04.2017;07:15:00;9,486.40;0;9,486.40
26.04.2017;07:30:00;9,961.60;0;9,961.60
26.04.2017;07:45:00;10,120.00;0;10,120.00
26.04.2017;08:00:00;11,545.60;0;11,545.60
26.04.2017;08:15:00;12,733.60;0;12,733.60
26.04.2017;08:30:00;13,349.60;0;13,349.60
26.04.2017;08:45:00;13,895.20;0;13,895.20
26.04.2017;09:00:00;14,361.60;0;14,361.60
26.04.2017;09:15:00;14,696.00;0;14,696.00
26.04.2017;09:30:00;14,951.20;0;14,951.20
26.04.2017;09:45:00;14,880.80;0;14,880.80
26.04.2017;10:00:00;15,004.00;0;15,004.00
26.04.2017;10:15:00;15,426.40;0;15,426.40
26.04.2017;10:30:00;14,652.00;0;14,652.00
26.04.2017;10:45:00;15,180.00;0;15,180.00
26.04.2017;11:00:00;15,004.00;0;15,004.00
26.04.2017;11:15:00;15,083.20;0;15,083.20
26.04.2017;11:30:00;15,760.80;0;15,760.80
26.04.2017;11:45:00;15,329.60;0;15,329.60
26.04.2017;12:00:00;15,558.40;0;15,558.40
26.04.2017;12:15:00;14,616.80;0;14,616.80
26.04.2017;12:30:00;14,608.00;0;14,608.00
26.04.2017;12:45:00;13,622.40;0;13,622.40
26.04.2017;13:00:00;14,352.80;0;14,352.80
26.04.2017;13:15:00;13,015.20;0;13,015.20
26.04.2017;13:30:00;12,170.40;0;12,170.40
26.04.2017;13:45:00;15,083.20;0;15,083.20
26.04.2017;14:00:00;14,652.00;0;14,652.00
26.04.2017;14:15:00;14,352.80;0;14,352.80
26.04.2017;14:30:00;14,616.80;0;14,616.80
26.04.2017;14:45:00;15,180.00;0;15,180.00
26.04.2017;15:00:00;14,132.80;0;14,132.80
26.04.2017;15:15:00;12,117.60;0;12,117.60
26.04.2017;15:30:00;12,997.60;0;12,997.60
26.04.2017;15:45:00;12,443.20;0;12,443.20
26.04.2017;16:00:00;10,806.40;0;10,806.40
26.04.2017;16:15:00;8,720.80;0;8,720.80
26.04.2017;16:30:00;10,964.80;0;10,964.80
26.04.2017;16:45:00;13,120.80;0;13,120.80
26.04.2017;17:00:00;13,631.20;0;13,631.20
26.04.2017;17:15:00;12,672.00;0;12,672.00
26.04.2017;17:30:00;11,387.20;0;11,387.20
26.04.2017;17:45:00;11,704.00;0;11,704.00
26.04.2017;18:00:00;12,408.00;0;12,408.00
26.04.2017;18:15:00;11,651.20;0;11,651.20
26.04.2017;18:30:00;13,912.80;0;13,912.80
26.04.2017;18:45:00;14,115.20;0;14,115.20
26.04.2017;19:00:00;14,546.40;0;14,546.40
26.04.2017;19:15:00;14,599.20;0;14,599.20
26.04.2017;19:30:00;14,106.40;0;14,106.40
26.04.2017;19:45:00;10,780.00;0;10,780.00
26.04.2017;20:00:00;10,516.00;0;10,516.00
26.04.2017;20:15:00;10,357.60;0;10,357.60
26.04.2017;20:30:00;9,574.40;0;9,574.40
26.04.2017;20:45:00;9,548.00;0;9,548.00
26.04.2017;21:00:00;10,463.20;0;10,463.20
26.04.2017;21:15:00;11,800.80;0;11,800.80
26.04.2017;21:30:00;10,604.00;0;10,604.00
26.04.2017;21:45:00;10,753.60;0;10,753.60
26.04.2017;22:00:00;10,665.60;0;10,665.60
26.04.2017;22:15:00;10,436.80;0;10,436.80
26.04.2017;22:30:00;9,565.60;0;9,565.60
26.04.2017;22:45:00;10,164.00;0;10,164.00
26.04.2017;23:00:00;9,460.00;0;9,460.00
26.04.2017;23:15:00;9,662.40;0;9,662.40
26.04.2017;23:30:00;9,803.20;0;9,803.20
26.04.2017;23:45:00;9,530.40;0;9,530.40
27.04.2017;00:00:00;8,685.60;0;8,685.60
27.04.2017;00:15:00;8,078.40;0;8,078.40
27.04.2017;00:30:00;7,867.20;0;7,867.20
27.04.2017;00:45:00;8,368.80;0;8,368.80
27.04.2017;01:00:00;7,708.80;0;7,708.80
27.04.2017;01:15:00;7,550.40;0;7,550.40
27.04.2017;01:30:00;6,564.80;0;6,564.80
27.04.2017;01:45:00;6,415.20;0;6,415.20
27.04.2017;02:00:00;6,740.80;0;6,740.80
27.04.2017;02:15:00;6,740.80;0;6,740.80
27.04.2017;02:30:00;7,040.00;0;7,040.00
27.04.2017;02:45:00;6,996.00;0;6,996.00
27.04.2017;03:00:00;7,198.40;0;7,198.40
27.04.2017;03:15:00;7,691.20;0;7,691.20
27.04.2017;03:30:00;7,128.00;0;7,128.00
27.04.2017;03:45:00;7,356.80;0;7,356.80
27.04.2017;04:00:00;7,911.20;0;7,911.20
27.04.2017;04:15:00;8,553.60;0;8,553.60
27.04.2017;04:30:00;8,861.60;0;8,861.60
27.04.2017;04:45:00;9,090.40;0;9,090.40
27.04.2017;05:00:00;9,627.20;0;9,627.20
27.04.2017;05:15:00;9,741.60;0;9,741.60
27.04.2017;05:30:00;9,345.60;0;9,345.60
27.04.2017;05:45:00;9,389.60;0;9,389.60
27.04.2017;06:00:00;10,076.00;0;10,076.00
27.04.2017;06:15:00;11,228.80;0;11,228.80
27.04.2017;06:30:00;11,589.60;0;11,589.60
27.04.2017;06:45:00;12,012.00;0;12,012.00
27.04.2017;07:00:00;12,487.20;0;12,487.20
27.04.2017;07:15:00;12,408.00;0;12,408.00
27.04.2017;07:30:00;12,742.40;0;12,742.40
27.04.2017;07:45:00;13,420.00;0;13,420.00
27.04.2017;08:00:00;14,581.60;0;14,581.60
27.04.2017;08:15:00;15,312.00;0;15,312.00
27.04.2017;08:30:00;15,716.80;0;15,716.80
27.04.2017;08:45:00;15,514.40;0;15,514.40
27.04.2017;09:00:00;15,514.40;0;15,514.40
27.04.2017;09:15:00;14,960.00;0;14,960.00
27.04.2017;09:30:00;14,352.80;0;14,352.80
27.04.2017;09:45:00;14,027.20;0;14,027.20
27.04.2017;10:00:00;14,036.00;0;14,036.00
27.04.2017;10:15:00;14,247.20;0;14,247.20
27.04.2017;10:30:00;14,572.80;0;14,572.80
27.04.2017;10:45:00;15,567.20;0;15,567.20
27.04.2017;11:00:00;15,444.00;0;15,444.00
27.04.2017;11:15:00;15,127.20;0;15,127.20
27.04.2017;11:30:00;15,444.00;0;15,444.00
27.04.2017;11:45:00;15,628.80;0;15,628.80
27.04.2017;12:00:00;15,708.00;0;15,708.00
27.04.2017;12:15:00;13,816.00;0;13,816.00
27.04.2017;12:30:00;10,797.60;0;10,797.60
27.04.2017;12:45:00;14,740.00;0;14,740.00
27.04.2017;13:00:00;15,444.00;0;15,444.00
27.04.2017;13:15:00;14,432.00;0;14,432.00
27.04.2017;13:30:00;14,256.00;0;14,256.00
27.04.2017;13:45:00;13,261.60;0;13,261.60
27.04.2017;14:00:00;14,361.60;0;14,361.60
27.04.2017;14:15:00;14,493.60;0;14,493.60
27.04.2017;14:30:00;12,777.60;0;12,777.60
27.04.2017;14:45:00;11,017.60;0;11,017.60
27.04.2017;15:00:00;12,196.80;0;12,196.80
27.04.2017;15:15:00;12,724.80;0;12,724.80
27.04.2017;15:30:00;11,765.60;0;11,765.60
27.04.2017;15:45:00;9,099.20;0;9,099.20
27.04.2017;16:00:00;9,248.80;0;9,248.80
27.04.2017;16:15:00;11,642.40;0;11,642.40
27.04.2017;16:30:00;11,079.20;0;11,079.20
27.04.2017;16:45:00;10,727.20;0;10,727.20
27.04.2017;17:00:00;10,225.60;0;10,225.60
27.04.2017;17:15:00;9,530.40;0;9,530.40
27.04.2017;17:30:00;11,360.80;0;11,360.80
27.04.2017;17:45:00;10,304.80;0;10,304.80
27.04.2017;18:00:00;11,079.20;0;11,079.20
27.04.2017;18:15:00;11,642.40;0;11,642.40
27.04.2017;18:30:00;10,859.20;0;10,859.20
27.04.2017;18:45:00;10,947.20;0;10,947.20
27.04.2017;19:00:00;12,152.80;0;12,152.80
27.04.2017;19:15:00;12,768.80;0;12,768.80
27.04.2017;19:30:00;11,844.80;0;11,844.80
27.04.2017;19:45:00;11,387.20;0;11,387.20
27.04.2017;20:00:00;12,452.00;0;12,452.00
27.04.2017;20:15:00;11,070.40;0;11,070.40
27.04.2017;20:30:00;11,088.00;0;11,088.00
27.04.2017;20:45:00;11,484.00;0;11,484.00
27.04.2017;21:00:00;11,756.80;0;11,756.80
27.04.2017;21:15:00;12,135.20;0;12,135.20
27.04.2017;21:30:00;12,337.60;0;12,337.60
27.04.2017;21:45:00;11,792.00;0;11,792.00
27.04.2017;22:00:00;11,017.60;0;11,017.60
27.04.2017;22:15:00;10,164.00;0;10,164.00
27.04.2017;22:30:00;11,061.60;0;11,061.60
27.04.2017;22:45:00;9,873.60;0;9,873.60
27.04.2017;23:00:00;9,820.80;0;9,820.80
27.04.2017;23:15:00;10,340.00;0;10,340.00
27.04.2017;23:30:00;10,164.00;0;10,164.00
27.04.2017;23:45:00;9,803.20;0;9,803.20
28.04.2017;00:00:00;8,333.60;0;8,333.60
28.04.2017;00:15:00;7,876.00;0;7,876.00
28.04.2017;00:30:00;8,272.00;0;8,272.00
28.04.2017;00:45:00;8,676.80;0;8,676.80
28.04.2017;01:00:00;8,949.60;0;8,949.60
28.04.2017;01:15:00;8,773.60;0;8,773.60
28.04.2017;01:30:00;8,923.20;0;8,923.20
28.04.2017;01:45:00;9,354.40;0;9,354.40
28.04.2017;02:00:00;9,451.20;0;9,451.20
28.04.2017;02:15:00;9,372.00;0;9,372.00
28.04.2017;02:30:00;9,222.40;0;9,222.40
28.04.2017;02:45:00;9,028.80;0;9,028.80
28.04.2017;03:00:00;9,152.00;0;9,152.00
28.04.2017;03:15:00;8,923.20;0;8,923.20
28.04.2017;03:30:00;8,588.80;0;8,588.80
28.04.2017;03:45:00;8,720.80;0;8,720.80
28.04.2017;04:00:00;8,456.80;0;8,456.80
28.04.2017;04:15:00;8,113.60;0;8,113.60
28.04.2017;04:30:00;8,448.00;0;8,448.00
28.04.2017;04:45:00;8,588.80;0;8,588.80
28.04.2017;05:00:00;8,272.00;0;8,272.00
28.04.2017;05:15:00;8,368.80;0;8,368.80
28.04.2017;05:30:00;8,448.00;0;8,448.00
28.04.2017;05:45:00;9,328.00;0;9,328.00
28.04.2017;06:00:00;9,627.20;0;9,627.20
28.04.2017;06:15:00;10,850.40;0;10,850.40
28.04.2017;06:30:00;11,730.40;0;11,730.40
28.04.2017;06:45:00;11,193.60;0;11,193.60
28.04.2017;07:00:00;11,853.60;0;11,853.60
28.04.2017;07:15:00;12,619.20;0;12,619.20
28.04.2017;07:30:00;13,156.00;0;13,156.00
28.04.2017;07:45:00;14,018.40;0;14,018.40
28.04.2017;08:00:00;14,476.00;0;14,476.00
28.04.2017;08:15:00;14,933.60;0;14,933.60
28.04.2017;08:30:00;15,215.20;0;15,215.20
28.04.2017;08:45:00;14,907.20;0;14,907.20
28.04.2017;09:00:00;14,616.80;0;14,616.80
28.04.2017;09:15:00;14,132.80;0;14,132.80
28.04.2017;09:30:00;13,763.20;0;13,763.20
28.04.2017;09:45:00;13,728.00;0;13,728.00
28.04.2017;10:00:00;13,112.00;0;13,112.00
28.04.2017;10:15:00;12,962.40;0;12,962.40
28.04.2017;10:30:00;13,552.00;0;13,552.00
28.04.2017;10:45:00;14,097.60;0;14,097.60
28.04.2017;11:00:00;14,440.80;0;14,440.80
28.04.2017;11:15:00;14,564.00;0;14,564.00
28.04.2017;11:30:00;13,569.60;0;13,569.60
28.04.2017;11:45:00;14,872.00;0;14,872.00
28.04.2017;12:00:00;14,704.80;0;14,704.80
28.04.2017;12:15:00;13,798.40;0;13,798.40
28.04.2017;12:30:00;12,936.00;0;12,936.00
28.04.2017;12:45:00;13,525.60;0;13,525.60
28.04.2017;13:00:00;12,513.60;0;12,513.60
28.04.2017;13:15:00;11,308.00;0;11,308.00
28.04.2017;13:30:00;12,258.40;0;12,258.40
28.04.2017;13:45:00;11,211.20;0;11,211.20
28.04.2017;14:00:00;12,311.20;0;12,311.20
28.04.2017;14:15:00;12,628.00;0;12,628.00
28.04.2017;14:30:00;12,434.40;0;12,434.40
28.04.2017;14:45:00;12,988.80;0;12,988.80
28.04.2017;15:00:00;10,709.60;0;10,709.60
28.04.2017;15:15:00;10,524.80;0;10,524.80
28.04.2017;15:30:00;9,856.00;0;9,856.00
28.04.2017;15:45:00;11,624.80;0;11,624.80
28.04.2017;16:00:00;12,073.60;0;12,073.60
28.04.2017;16:15:00;12,355.20;0;12,355.20
28.04.2017;16:30:00;12,258.40;0;12,258.40
28.04.2017;16:45:00;12,531.20;0;12,531.20
28.04.2017;17:00:00;12,452.00;0;12,452.00
28.04.2017;17:15:00;12,328.80;0;12,328.80
28.04.2017;17:30:00;12,188.00;0;12,188.00
28.04.2017;17:45:00;12,047.20;0;12,047.20
28.04.2017;18:00:00;12,258.40;0;12,258.40
28.04.2017;18:15:00;12,152.80;0;12,152.80
28.04.2017;18:30:00;12,029.60;0;12,029.60
28.04.2017;18:45:00;12,513.60;0;12,513.60
28.04.2017;19:00:00;13,094.40;0;13,094.40
28.04.2017;19:15:00;12,786.40;0;12,786.40
28.04.2017;19:30:00;11,783.20;0;11,783.20
28.04.2017;19:45:00;10,111.20;0;10,111.20
28.04.2017;20:00:00;7,972.80;0;7,972.80
28.04.2017;20:15:00;8,527.20;0;8,527.20
28.04.2017;20:30:00;8,738.40;0;8,738.40
28.04.2017;20:45:00;8,808.80;0;8,808.80
28.04.2017;21:00:00;9,812.00;0;9,812.00
28.04.2017;21:15:00;11,096.80;0;11,096.80
28.04.2017;21:30:00;11,598.40;0;11,598.40
28.04.2017;21:45:00;11,035.20;0;11,035.20
28.04.2017;22:00:00;11,501.60;0;11,501.60
28.04.2017;22:15:00;10,894.40;0;10,894.40
28.04.2017;22:30:00;10,771.20;0;10,771.20
28.04.2017;22:45:00;10,375.20;0;10,375.20
28.04.2017;23:00:00;9,759.20;0;9,759.20
28.04.2017;23:15:00;9,240.00;0;9,240.00
28.04.2017;23:30:00;8,826.40;0;8,826.40
28.04.2017;23:45:00;8,412.80;0;8,412.80
29.04.2017;00:00:00;7,893.60;0;7,893.60
29.04.2017;00:15:00;7,946.40;0;7,946.40
29.04.2017;00:30:00;7,013.60;0;7,013.60
29.04.2017;00:45:00;6,045.60;0;6,045.60
29.04.2017;01:00:00;6,520.80;0;6,520.80
29.04.2017;01:15:00;6,072.00;0;6,072.00
29.04.2017;01:30:00;5,852.00;0;5,852.00
29.04.2017;01:45:00;6,468.00;0;6,468.00
29.04.2017;02:00:00;6,529.60;0;6,529.60
29.04.2017;02:15:00;6,353.60;0;6,353.60
29.04.2017;02:30:00;5,755.20;0;5,755.20
29.04.2017;02:45:00;5,852.00;0;5,852.00
29.04.2017;03:00:00;6,608.80;0;6,608.80
29.04.2017;03:15:00;6,820.00;0;6,820.00
29.04.2017;03:30:00;6,503.20;0;6,503.20
29.04.2017;03:45:00;6,028.00;0;6,028.00
29.04.2017;04:00:00;5,693.60;0;5,693.60
29.04.2017;04:15:00;5,438.40;0;5,438.40
29.04.2017;04:30:00;5,007.20;0;5,007.20
29.04.2017;04:45:00;5,922.40;0;5,922.40
29.04.2017;05:00:00;5,614.40;0;5,614.40
29.04.2017;05:15:00;6,204.00;0;6,204.00
29.04.2017;05:30:00;6,714.40;0;6,714.40
29.04.2017;05:45:00;7,365.60;0;7,365.60
29.04.2017;06:00:00;7,576.80;0;7,576.80
29.04.2017;06:15:00;7,304.00;0;7,304.00
29.04.2017;06:30:00;7,902.40;0;7,902.40
29.04.2017;06:45:00;8,342.40;0;8,342.40
29.04.2017;07:00:00;8,113.60;0;8,113.60
29.04.2017;07:15:00;8,307.20;0;8,307.20
29.04.2017;07:30:00;8,342.40;0;8,342.40
29.04.2017;07:45:00;8,324.80;0;8,324.80
29.04.2017;08:00:00;9,231.20;0;9,231.20
29.04.2017;08:15:00;9,548.00;0;9,548.00
29.04.2017;08:30:00;9,257.60;0;9,257.60
29.04.2017;08:45:00;8,826.40;0;8,826.40
29.04.2017;09:00:00;7,682.40;0;7,682.40
29.04.2017;09:15:00;6,204.00;0;6,204.00
29.04.2017;09:30:00;6,864.00;0;6,864.00
29.04.2017;09:45:00;6,661.60;0;6,661.60
29.04.2017;10:00:00;7,400.80;0;7,400.80
29.04.2017;10:15:00;6,705.60;0;6,705.60
29.04.2017;10:30:00;7,568.00;0;7,568.00
29.04.2017;10:45:00;8,615.20;0;8,615.20
29.04.2017;11:00:00;7,708.80;0;7,708.80
29.04.2017;11:15:00;9,354.40;0;9,354.40
29.04.2017;11:30:00;8,492.00;0;8,492.00
29.04.2017;11:45:00;8,764.80;0;8,764.80
29.04.2017;12:00:00;7,770.40;0;7,770.40
29.04.2017;12:15:00;7,585.60;0;7,585.60
29.04.2017;12:30:00;8,157.60;0;8,157.60
29.04.2017;12:45:00;7,224.80;0;7,224.80
29.04.2017;13:00:00;7,277.60;0;7,277.60
29.04.2017;13:15:00;7,136.80;0;7,136.80
29.04.2017;13:30:00;7,673.60;0;7,673.60
29.04.2017;13:45:00;6,960.80;0;6,960.80
29.04.2017;14:00:00;7,189.60;0;7,189.60
29.04.2017;14:15:00;7,348.00;0;7,348.00
29.04.2017;14:30:00;6,969.60;0;6,969.60
29.04.2017;14:45:00;6,714.40;0;6,714.40
29.04.2017;15:00:00;6,635.20;0;6,635.20
29.04.2017;15:15:00;6,758.40;0;6,758.40
29.04.2017;15:30:00;6,732.00;0;6,732.00
29.04.2017;15:45:00;6,441.60;0;6,441.60
29.04.2017;16:00:00;6,415.20;0;6,415.20
29.04.2017;16:15:00;6,019.20;0;6,019.20
29.04.2017;16:30:00;6,353.60;0;6,353.60
29.04.2017;16:45:00;6,160.00;0;6,160.00
29.04.2017;17:00:00;6,494.40;0;6,494.40
29.04.2017;17:15:00;6,644.00;0;6,644.00
29.04.2017;17:30:00;6,652.80;0;6,652.80
29.04.2017;17:45:00;6,784.80;0;6,784.80
29.04.2017;18:00:00;6,943.20;0;6,943.20
29.04.2017;18:15:00;6,890.40;0;6,890.40
29.04.2017;18:30:00;6,996.00;0;6,996.00
29.04.2017;18:45:00;7,216.00;0;7,216.00
29.04.2017;19:00:00;7,251.20;0;7,251.20
29.04.2017;19:15:00;7,356.80;0;7,356.80
29.04.2017;19:30:00;6,582.40;0;6,582.40
29.04.2017;19:45:00;6,221.60;0;6,221.60
29.04.2017;20:00:00;6,186.40;0;6,186.40
29.04.2017;20:15:00;5,596.80;0;5,596.80
29.04.2017;20:30:00;5,420.80;0;5,420.80
29.04.2017;20:45:00;4,822.40;0;4,822.40
29.04.2017;21:00:00;2,904.00;0;2,904.00
29.04.2017;21:15:00;1,724.80;0;1,724.80
