target;Max;Min;Mean;train_score_ARIMAX_full_norm;train_score_ARIMAX_full;train_score_dynamic_ARIMAX_full_norm;train_score_dynamic_ARIMAX_full;validation_score_ARIMAX_full_norm;validation_score_ARIMAX_full;validation_socre_dynamic_ARIMAX_full_norm;validation_socre_dynamic_ARIMAX_full;best_params_ARIMAX_full;train_score_ARIMAX_reduced_norm;train_score_ARIMAX_reduced;train_score_dynamic_ARIMAX_reduced_norm;train_score_dynamic_ARIMAX_reduced;validation_score_ARIMAX_reduced_norm;validation_score_ARIMAX_reduced;validation_socre_dynamic_ARIMAX_reduced_norm;validation_socre_dynamic_ARIMAX_reduced;best_params_ARIMAX_reduced;train_score_ANN_full_norm;train_score_ANN_full;train_score_dynamic_ANN_full_norm;train_score_dynamic_ANN_full;validation_score_ANN_full_norm;validation_score_ANN_full;validation_socre_dynamic_ANN_full_norm;validation_socre_dynamic_ANN_full;best_params_ANN_full;train_score_ANN_reduced_norm;train_score_ANN_reduced;train_score_dynamic_ANN_reduced_norm;train_score_dynamic_ANN_reduced;validation_score_ANN_reduced_norm;validation_score_ANN_reduced;validation_socre_dynamic_ANN_reduced_norm;validation_socre_dynamic_ANN_reduced;best_params_ANN_reduced;train_score_dynamic_autolstm_full_norm;validation_socre_dynamic_autolstm_full_norm;best_params_autolstm_full;train_score_dynamic_autolstm_reduced_norm;validation_socre_dynamic_autolstm_reduced_norm;best_params_autolstm_reduced
Load0012;25.9045;1.15875;6.228102589;0.08412354;2.179178241;0.183426837;4.7515805;0.092216923;2.38883328;0.238221512;6.171009162;{'order': (1, 1, 4)};0.094876169;2.457719726;0.17594637;4.55780274;0.10320937;2.673587118;0.134743543;3.4904641;{'order': (3, 1, 4)};0.04318881;1.118784527;0.135577065;3.512056082;0.05977198;1.548363268;0.130158408;3.371688476;{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (10, 15, 15), 'learning_rate_init': 0.01};0.0436858;1.131658794;0.132584962;3.434547145;0.057012888;1.476890352;0.123088295;3.188540748;{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (15, 10, 5), 'learning_rate_init': 0.01};0.142737702;0.221340805;(2, 1, 1, False);0.083851807;0.246114299;(2, 10, 1, False)
Load0013;33.37325;0;10.29550866;0.106133622;3.542023889;0.142883665;4.768492265;0.10933812;3.648968399;0.125583906;4.191143097;{'order': (2, 0, 4)};0.122333789;4.082676131;0.141505616;4.722502286;0.126878473;4.234347011;0.129769366;4.330825495;{'order': (4, 1, 2)};0.068614308;2.289882443;0.074530866;2.487337218;0.088110193;2.940523493;0.091089947;3.039967588;{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (15, 5, 5), 'learning_rate_init': 0.01};0.057946041;1.933847716;0.072264975;2.411717093;0.074892821;2.499416827;0.078576354;2.622348295;{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (15, 15, 15), 'learning_rate_init': 0.01};0.122493826;0.164438531;(1, 1, 1, True);0.087803289;0.13600792;(4, 1, 1, True)
Load0014;99.4465;0;29.98569711;0.097964484;9.742225022;0.175273166;17.43030294;0.092016704;9.150739114;0.168770286;16.78361425;{'order': (4, 1, 4)};0.097964484;9.742225022;0.167682162;16.67540414;0.092016704;9.150739114;0.141350059;14.0567686;{'order': (4, 1, 4)};0.058646608;5.832199883;0.127649689;12.69431477;0.068020187;6.764369512;0.167299686;16.63736821;{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (5, 10, 5), 'learning_rate_init': 0.01};0.053787077;5.348936541;0.106687344;10.609683;0.061041363;6.070349871;0.120788792;12.01202257;{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (15, 10, 10), 'learning_rate_init': 0.001};0.13439323;0.190322429;(1, 1, 1, True);0.144780189;0.155309215;(1, 1, 1, False)
Load0016;251.526;6.92675;40.48144698;0.055119461;13.86397765;0.105824381;26.6175832;0.06268064;15.76581069;0.087862411;22.09968089;{'order': (1, 1, 2)};0.055101418;13.85943923;0.101254911;25.46824282;0.062851108;15.80868789;0.08340576;20.97871715;{'order': (2, 1, 1)};0.047408039;11.92435441;0.104155756;26.19788077;0.057606665;14.48957406;0.094630671;23.80207415;{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (5, 15), 'learning_rate_init': 0.001};0.047856436;12.03713781;0.118228847;29.73762888;0.058142997;14.62447555;0.119524039;30.06340341;{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (5, 15, 15), 'learning_rate_init': 0.001};0.098030508;0.112947099;(2, 1, 1, True);0.12196029;0.099278651;(1, 1, 1, False)
Load0019;7.787;0.2625;1.255950092;0.072458939;0.56423776;0.082525021;0.642622336;0.075568699;0.588453456;0.090629388;0.705731045;{'order': (1, 0, 4)};0.073927364;0.575672386;0.084062433;0.654594167;0.076900912;0.598827401;0.090604569;0.705537781;{'order': (4, 0, 3)};0.068972419;0.537088226;0.091318125;0.711094239;0.076827075;0.598252429;0.098340176;0.765774952;{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.0001};0.070824636;0.551511437;0.097883644;0.762219935;0.076335;0.594420646;0.10446543;0.813472307;{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (5, 5, 15), 'learning_rate_init': 0.001};0.085960858;0.152522758;(2, 1, 1, True);0.100222006;0.094925404;(1, 1, 1, True)
Load0020;100.72175;0.103;38.79386767;0.209733003;21.12467508;0.305016353;30.72178082;0.234444719;23.61368241;0.3379898;34.04292418;{'order': (2, 0, 0)};0.209022403;21.05310218;0.313544832;31.58078414;0.237645521;23.93607279;0.32954538;33.19238741;{'order': (2, 0, 3)};0.169606581;17.08307168;0.341210218;34.36729027;0.236097545;23.7801579;0.367246485;36.98970861;{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (5, 5), 'learning_rate_init': 0.001};0.161659304;16.28260797;0.442707075;44.59023137;0.228816964;23.04684505;0.482955944;48.64416786;{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (5, 5, 10), 'learning_rate_init': 0.01};0.293839902;0.388963878;(2, 1, 1, True);0.321644485;0.343329281;(1, 1, 1, False)
Load0021;784;6.5;186.2437718;0.115764923;90.75969964;0.296617658;232.5482439;0.134297492;105.2892338;0.373524538;292.8432375;{'order': (2, 1, 3)};0.1166365;91.44301636;0.245044277;192.1147134;0.132173908;103.6243435;0.198392193;155.5394797;{'order': (1, 0, 4)};0.053932103;42.28276875;0.138043022;108.2257291;0.098810604;77.46751323;0.151456029;118.7415268;{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (5, 5, 5), 'learning_rate_init': 0.01};0.061775446;48.43194958;0.18650997;146.2238161;0.101867075;79.86378699;0.142212976;111.4949733;{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (5, 10, 5), 'learning_rate_init': 0.01};0.226389274;0.359338969;(4, 1, 1, False);0.170857906;0.21343936;(1, 1, 1, False)
Load0023;181.1125;1.576;75.15620632;0.106286583;19.24982885;0.143126248;25.92195267;0.110699285;20.04902419;0.133288102;24.14014135;{'order': (3, 1, 0)};0.104856411;18.99080682;0.143173622;25.93053255;0.110595352;20.03020066;0.133137817;24.11292297;{'order': (4, 0, 0)};0.092173254;16.69372854;0.144715265;26.20974347;0.117600991;21.29900946;0.182317073;33.01990093;{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (5, 15), 'learning_rate_init': 0.001};0.093202334;16.8801077;0.144558224;26.18130137;0.105361914;19.0823596;0.116986026;21.18763155;{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (15, 15), 'learning_rate_init': 0.001};0.131612435;0.256547749;(2, 1, 1, False);0.155623734;0.133670568;(4, 10, 1, False)
Load0025;113;4;34.78046127;0.047728716;5.393344898;0.156483776;17.68266666;0.050449654;5.700810935;0.110869045;12.52820206;{'order': (1, 1, 4)};0.051494027;5.818825041;0.156168821;17.64707677;0.05875458;6.639267563;0.102793573;11.6156737;{'order': (4, 0, 3)};0.034851104;3.938174725;0.072119151;8.149464085;0.042029742;4.749360898;0.074208081;8.38551318;{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (10, 15, 15), 'learning_rate_init': 0.001};0.031296035;3.536451937;0.081389493;9.197012728;0.036376453;4.110539133;0.067663827;7.646012418;{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (15, 15, 15), 'learning_rate_init': 0.01};0.113950856;0.179707184;(1, 1, 1, False);0.107089654;0.08991991;(2, 1, 1, False)
Load0027;114.51525;19.48225;60.06063266;0.068468569;7.840695322;0.17940994;20.54517409;0.07237989;8.288601213;0.175963661;20.1505226;{'order': (4, 1, 2)};0.104735389;11.99379926;0.154540931;17.69729332;0.10989372;12.58450687;0.135810644;15.55238989;{'order': (3, 0, 3)};0.030318073;3.471881705;0.070026688;8.019123694;0.041258046;4.724675426;0.083743616;9.589921092;{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (5, 15), 'learning_rate_init': 0.01};0.028197428;3.229035478;0.066699377;7.638095834;0.034304408;3.928377832;0.074689597;8.553097919;{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (15, 15), 'learning_rate_init': 0.01};0.128816679;0.331457257;(2, 1, 1, True);0.087190151;0.259660006;(1, 1, 1, True)
Load0028;464.5;0;197.7101828;0.057464588;26.69230124;0.135632994;63.00152587;0.055674259;25.86069328;0.116735984;54.22386452;{'order': (4, 1, 3)};0.057464588;26.69230124;0.136424984;63.36940509;0.055674259;25.86069328;0.107855711;50.09897799;{'order': (4, 1, 3)};0.041371582;19.21709995;0.077402127;35.95328815;0.060228071;27.9759392;0.118486186;55.0368332;{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (5, 5), 'learning_rate_init': 0.001};0.036473676;16.94202262;0.078036858;36.24812053;0.055100948;25.59439048;0.10437979;48.48441264;{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (15, 5, 10), 'learning_rate_init': 0.01};0.087077208;0.174529493;(2, 1, 1, True);0.09265022;0.112955421;(1, 1, 1, False)
Load0030;14.80625;0.43775;3.407822849;0.084556866;1.251970093;0.185860901;2.75190296;0.10249502;1.517566886;0.189375439;2.803940087;{'order': (1, 1, 2)};0.085234199;1.261998854;0.168566687;2.495840516;0.10338686;1.530771698;0.156365335;2.315184238;{'order': (4, 1, 4)};0.04799224;0.710585099;0.088829828;1.315236647;0.073393033;1.086675588;0.135681031;2.00892727;{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (15, 15, 5), 'learning_rate_init': 0.01};0.051571348;0.763578276;0.137001216;2.028474255;0.063643457;0.942320929;0.139843444;2.070556991;{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (15, 15, 10), 'learning_rate_init': 0.01};0.142778307;0.227670565;(1, 1, 1, True);0.163661242;0.196117774;(2, 1, 1, False)
Load0031;70.91675;1.97575;16.96876451;0.087728974;6.221453733;0.191613825;13.58862969;0.06598262;4.679272954;0.181146988;12.84635568;{'order': (2, 1, 2)};0.088457932;6.273149075;0.155361434;11.01772798;0.071267171;5.054036149;0.147687463;10.4735149;{'order': (4, 0, 4)};0.052195766;3.701554086;0.085368804;6.054078157;0.064082047;4.544490514;0.101179613;7.17532934;{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (5, 15, 5), 'learning_rate_init': 0.01};0.040441521;2.867981229;0.08523396;6.044515447;0.049181891;3.48781985;0.097032875;6.881256125;{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (15, 10, 10), 'learning_rate_init': 0.01};0.130266458;0.190577254;(1, 1, 1, True);0.052117869;0.162938595;(4, 10, 1, False)
Load0032;35.61225;0.18025;5.674726284;0.086819433;3.091835359;0.179967649;6.409052909;0.090218465;3.212882538;0.149044719;5.307817794;{'order': (4, 1, 3)};0.086819433;3.091835359;0.162000956;5.769218532;0.090218465;3.212882538;0.144584173;5.148967708;{'order': (4, 1, 3)};0.049850286;1.775280847;0.09830302;3.500791708;0.059790768;2.129283789;0.114283929;4.069907854;{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (5, 15, 15), 'learning_rate_init': 0.01};0.044327167;1.578590163;0.106778591;3.802625873;0.049066116;1.747354785;0.129505761;4.611991554;{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (15, 15, 10), 'learning_rate_init': 0.001};0.112106636;0.232953876;(2, 1, 1, True);0.116631024;0.125711277;(2, 1, 1, True)
Load0033;736.5;1.5;459.0121029;0.045846771;33.76614681;0.168977766;124.4521244;0.047561186;35.02881318;0.109949999;80.97817455;{'order': (3, 1, 4)};0.057076972;42.0371898;0.174766449;128.7154897;0.058415183;43.0227821;0.092631795;68.22331738;{'order': (2, 0, 1)};0.029466832;21.70232151;0.092500631;68.12671462;0.045736429;33.68488027;0.092845516;68.3807225;{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (5, 10, 5), 'learning_rate_init': 0.01};0.029818197;21.96110213;0.092698666;68.27256716;0.033512237;24.68176266;0.075797824;55.8250975;{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.01};0.096358538;0.262638777;(1, 1, 1, False);0.156859279;0.114922397;(1, 1, 1, True)
Load0035;181.9495;1.854;28.64723217;0.083475962;15.1884095;0.168915375;30.73406799;0.081314519;14.79513603;0.132912371;24.18333941;{'order': (3, 1, 4)};0.086395488;15.71961577;0.143793283;26.16311598;0.085245656;15.51040441;0.12910033;23.48974048;{'order': (4, 0, 4)};0.060648016;11.03487612;0.101699038;18.50408905;0.067817922;12.33943692;0.118555068;21.57103539;{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (5, 5, 15), 'learning_rate_init': 0.001};0.057351484;10.4350739;0.11527228;20.97373368;0.060837477;11.06934846;0.105038469;19.11169696;{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (15, 15, 5), 'learning_rate_init': 0.001};0.137486279;0.1784091;(1, 1, 1, False);0.109288827;0.199376225;(2, 1, 1, True)
Load0036;17.74175;1.57075;4.792238319;0.065943822;1.169958801;0.132517331;2.35108936;0.070287637;1.247025686;0.138980958;2.465765419;{'order': (4, 0, 4)};0.106345037;1.886747069;0.144627345;2.565942199;0.111938681;1.985988096;0.144090796;2.556422886;{'order': (4, 1, 3)};0.043395397;0.769910283;0.08176826;1.450712026;0.05601874;0.993870487;0.098560192;1.748630284;{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (15, 15), 'learning_rate_init': 0.001};0.043154935;0.765644075;0.093292681;1.655175417;0.051290842;0.909989291;0.087353901;1.54981107;{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (15, 15, 5), 'learning_rate_init': 0.001};0.136252105;0.160422921;(1, 1, 1, False);0.113335691;0.166489288;(2, 1, 1, True)
Load0037;511.5;24;289.2214426;0.075221597;38.47584701;0.17208407;88.02100189;0.072369;37.01674348;0.181974938;93.08018058;{'order': (2, 1, 4)};0.075296448;38.51413312;0.182194071;93.19226744;0.072083051;36.8704808;0.181357929;92.76458074;{'order': (4, 1, 4)};0.054076407;27.66008243;0.122012077;62.40917739;0.05972244;30.54802792;0.164932803;84.36312894;{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (15, 15), 'learning_rate_init': 0.001};0.040227957;20.57659994;0.149362412;76.39887391;0.03971733;20.3154144;0.152469527;77.98816327;{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (15, 15, 15), 'learning_rate_init': 0.01};0.197886154;0.362742066;(2, 1, 1, True);0.187670797;0.254953325;(2, 1, 1, False)
