Datum;Uhrzeit;exemplary_load
04.01.2017;11:00:00;4,206.40
04.01.2017;11:15:00;3,229.60
04.01.2017;11:30:00;739.2
04.01.2017;11:45:00;2,930.40
04.01.2017;12:00:00;4,197.60
04.01.2017;12:15:00;3,599.20
04.01.2017;12:30:00;7,902.40
04.01.2017;12:45:00;5,693.60
04.01.2017;13:00:00;2,129.60
04.01.2017;13:15:00;1,038.40
04.01.2017;13:30:00;1,460.80
04.01.2017;13:45:00;149.6
04.01.2017;14:00:00;695.2
04.01.2017;14:15:00;-871.2
04.01.2017;14:30:00;-220
04.01.2017;14:45:00;607.2
04.01.2017;15:00:00;-1,654.40
04.01.2017;15:15:00;-2,393.60
04.01.2017;15:30:00;-2,314.40
04.01.2017;15:45:00;-2,068.00
04.01.2017;16:00:00;-1,918.40
04.01.2017;16:15:00;-2,050.40
04.01.2017;16:30:00;-2,147.20
04.01.2017;16:45:00;-2,710.40
04.01.2017;17:00:00;-2,402.40
04.01.2017;17:15:00;-2,710.40
04.01.2017;17:30:00;-2,015.20
04.01.2017;17:45:00;-1,408.00
04.01.2017;18:00:00;-193.6
04.01.2017;18:15:00;1,205.60
04.01.2017;18:30:00;8,940.80
04.01.2017;18:45:00;11,765.60
04.01.2017;19:00:00;9,187.20
04.01.2017;19:15:00;5,209.60
04.01.2017;19:30:00;1,742.40
04.01.2017;19:45:00;2,560.80
04.01.2017;20:00:00;2,024.00
04.01.2017;20:15:00;360.8
04.01.2017;20:30:00;-1,372.80
04.01.2017;20:45:00;-1,777.60
04.01.2017;21:00:00;-1,372.80
04.01.2017;21:15:00;-96.8
04.01.2017;21:30:00;-818.4
04.01.2017;21:45:00;-2,939.20
04.01.2017;22:00:00;-1,416.80
04.01.2017;22:15:00;-3,396.80
04.01.2017;22:30:00;-3,678.40
04.01.2017;22:45:00;-2,772.00
04.01.2017;23:00:00;-3,757.60
04.01.2017;23:15:00;-3,757.60
04.01.2017;23:30:00;-2,824.80
04.01.2017;23:45:00;-519.2
05.01.2017;00:00:00;-2,173.60
05.01.2017;00:15:00;-589.6
05.01.2017;00:30:00;3,185.60
05.01.2017;00:45:00;4,232.80
05.01.2017;01:00:00;2,895.20
05.01.2017;01:15:00;2,464.00
05.01.2017;01:30:00;1,223.20
05.01.2017;01:45:00;1,962.40
05.01.2017;02:00:00;2,904.00
05.01.2017;02:15:00;-1,029.60
05.01.2017;02:30:00;-3,273.60
05.01.2017;02:45:00;-396
05.01.2017;03:00:00;1,619.20
05.01.2017;03:15:00;-1,584.00
05.01.2017;03:30:00;-1,108.80
05.01.2017;03:45:00;-985.6
05.01.2017;04:00:00;-633.6
05.01.2017;04:15:00;-1,865.60
05.01.2017;04:30:00;299.2
05.01.2017;04:45:00;-924
05.01.2017;05:00:00;-2,754.40
05.01.2017;05:15:00;-1,232.00
05.01.2017;05:30:00;-308
05.01.2017;05:45:00;-96.8
05.01.2017;06:00:00;413.6
05.01.2017;06:15:00;792
05.01.2017;06:30:00;3,194.40
05.01.2017;06:45:00;3,898.40
05.01.2017;07:00:00;5,315.20
05.01.2017;07:15:00;7,884.80
05.01.2017;07:30:00;8,932.00
05.01.2017;07:45:00;10,771.20
05.01.2017;08:00:00;9,908.80
05.01.2017;08:15:00;8,685.60
05.01.2017;08:30:00;9,944.00
05.01.2017;08:45:00;11,827.20
05.01.2017;09:00:00;11,316.80
05.01.2017;09:15:00;9,644.80
05.01.2017;09:30:00;11,193.60
05.01.2017;09:45:00;11,528.00
05.01.2017;10:00:00;10,797.60
05.01.2017;10:15:00;11,616.00
05.01.2017;10:30:00;11,255.20
05.01.2017;10:45:00;11,272.80
05.01.2017;11:00:00;10,718.40
05.01.2017;11:15:00;10,630.40
05.01.2017;11:30:00;10,929.60
05.01.2017;11:45:00;10,049.60
05.01.2017;12:00:00;10,507.20
05.01.2017;12:15:00;6,485.60
05.01.2017;12:30:00;10,260.80
05.01.2017;12:45:00;12,434.40
05.01.2017;13:00:00;12,302.40
05.01.2017;13:15:00;10,313.60
05.01.2017;13:30:00;9,530.40
05.01.2017;13:45:00;12,179.20
05.01.2017;14:00:00;11,387.20
05.01.2017;14:15:00;13,393.60
05.01.2017;14:30:00;11,448.80
05.01.2017;14:45:00;10,894.40
05.01.2017;15:00:00;10,304.80
05.01.2017;15:15:00;10,815.20
05.01.2017;15:30:00;9,336.80
05.01.2017;15:45:00;8,078.40
05.01.2017;16:00:00;8,298.40
05.01.2017;16:15:00;9,451.20
05.01.2017;16:30:00;7,620.80
05.01.2017;16:45:00;8,368.80
05.01.2017;17:00:00;9,204.80
05.01.2017;17:15:00;8,518.40
05.01.2017;17:30:00;9,090.40
05.01.2017;17:45:00;11,985.60
05.01.2017;18:00:00;11,748.00
05.01.2017;18:15:00;10,260.80
05.01.2017;18:30:00;7,964.00
05.01.2017;18:45:00;9,028.80
05.01.2017;19:00:00;9,856.00
05.01.2017;19:15:00;8,676.80
05.01.2017;19:30:00;8,729.60
05.01.2017;19:45:00;9,600.80
05.01.2017;20:00:00;9,319.20
05.01.2017;20:15:00;8,782.40
05.01.2017;20:30:00;8,808.80
05.01.2017;20:45:00;9,706.40
05.01.2017;21:00:00;9,776.80
05.01.2017;21:15:00;9,680.00
05.01.2017;21:30:00;8,835.20
05.01.2017;21:45:00;8,166.40
05.01.2017;22:00:00;8,404.00
05.01.2017;22:15:00;8,694.40
05.01.2017;22:30:00;9,213.60
05.01.2017;22:45:00;9,574.40
05.01.2017;23:00:00;9,504.00
05.01.2017;23:15:00;8,562.40
05.01.2017;23:30:00;8,791.20
05.01.2017;23:45:00;9,354.40
06.01.2017;00:00:00;9,495.20
06.01.2017;00:15:00;9,354.40
06.01.2017;00:30:00;9,609.60
06.01.2017;00:45:00;9,979.20
06.01.2017;01:00:00;9,345.60
06.01.2017;01:15:00;8,756.00
06.01.2017;01:30:00;8,122.40
06.01.2017;01:45:00;8,025.60
06.01.2017;02:00:00;8,791.20
06.01.2017;02:15:00;9,416.00
06.01.2017;02:30:00;9,398.40
06.01.2017;02:45:00;8,958.40
06.01.2017;03:00:00;8,439.20
06.01.2017;03:15:00;8,791.20
06.01.2017;03:30:00;9,090.40
06.01.2017;03:45:00;9,759.20
06.01.2017;04:00:00;9,864.80
06.01.2017;04:15:00;9,900.00
06.01.2017;04:30:00;10,058.40
06.01.2017;04:45:00;9,732.80
06.01.2017;05:00:00;9,636.00
06.01.2017;05:15:00;9,979.20
06.01.2017;05:30:00;10,190.40
06.01.2017;05:45:00;10,674.40
06.01.2017;06:00:00;11,334.40
06.01.2017;06:15:00;12,522.40
06.01.2017;06:30:00;13,525.60
06.01.2017;06:45:00;14,335.20
06.01.2017;07:00:00;14,872.00
06.01.2017;07:15:00;14,951.20
06.01.2017;07:30:00;15,153.60
06.01.2017;07:45:00;15,752.00
06.01.2017;08:00:00;16,341.60
06.01.2017;08:15:00;16,992.80
06.01.2017;08:30:00;17,239.20
06.01.2017;08:45:00;17,344.80
06.01.2017;09:00:00;17,001.60
06.01.2017;09:15:00;15,672.80
06.01.2017;09:30:00;16,165.60
06.01.2017;09:45:00;16,016.00
06.01.2017;10:00:00;16,253.60
06.01.2017;10:15:00;16,684.80
06.01.2017;10:30:00;16,992.80
06.01.2017;10:45:00;17,072.00
06.01.2017;11:00:00;17,239.20
06.01.2017;11:15:00;16,720.00
06.01.2017;11:30:00;16,508.80
06.01.2017;11:45:00;16,808.00
06.01.2017;12:00:00;16,896.00
06.01.2017;12:15:00;16,640.80
06.01.2017;12:30:00;16,799.20
06.01.2017;12:45:00;16,931.20
06.01.2017;13:00:00;16,834.40
06.01.2017;13:15:00;16,711.20
06.01.2017;13:30:00;16,174.40
06.01.2017;13:45:00;15,620.00
06.01.2017;14:00:00;15,048.00
06.01.2017;14:15:00;14,898.40
06.01.2017;14:30:00;15,356.00
06.01.2017;14:45:00;15,232.80
06.01.2017;15:00:00;15,100.80
06.01.2017;15:15:00;15,039.20
06.01.2017;15:30:00;15,039.20
06.01.2017;15:45:00;14,740.00
06.01.2017;16:00:00;14,634.40
06.01.2017;16:15:00;14,537.60
06.01.2017;16:30:00;14,898.40
06.01.2017;16:45:00;15,056.80
06.01.2017;17:00:00;15,268.00
06.01.2017;17:15:00;15,056.80
06.01.2017;17:30:00;15,329.60
06.01.2017;17:45:00;15,250.40
06.01.2017;18:00:00;14,740.00
06.01.2017;18:15:00;14,097.60
06.01.2017;18:30:00;14,009.60
06.01.2017;18:45:00;14,036.00
06.01.2017;19:00:00;13,948.00
06.01.2017;19:15:00;13,948.00
06.01.2017;19:30:00;13,860.00
06.01.2017;19:45:00;13,895.20
06.01.2017;20:00:00;13,323.20
06.01.2017;20:15:00;12,980.00
06.01.2017;20:30:00;12,504.80
06.01.2017;20:45:00;12,012.00
06.01.2017;21:00:00;11,809.60
06.01.2017;21:15:00;11,695.20
06.01.2017;21:30:00;11,255.20
06.01.2017;21:45:00;10,630.40
06.01.2017;22:00:00;9,416.00
06.01.2017;22:15:00;8,456.80
06.01.2017;22:30:00;8,905.60
06.01.2017;22:45:00;8,448.00
06.01.2017;23:00:00;9,468.80
06.01.2017;23:15:00;9,169.60
06.01.2017;23:30:00;8,720.80
06.01.2017;23:45:00;7,946.40
07.01.2017;00:00:00;8,148.80
07.01.2017;00:15:00;6,600.00
07.01.2017;00:30:00;7,559.20
07.01.2017;00:45:00;6,441.60
07.01.2017;01:00:00;5,913.60
07.01.2017;01:15:00;5,535.20
07.01.2017;01:30:00;6,371.20
07.01.2017;01:45:00;6,468.00
07.01.2017;02:00:00;6,415.20
07.01.2017;02:15:00;6,952.00
07.01.2017;02:30:00;7,101.60
07.01.2017;02:45:00;6,494.40
07.01.2017;03:00:00;6,802.40
07.01.2017;03:15:00;5,843.20
07.01.2017;03:30:00;6,186.40
07.01.2017;03:45:00;6,802.40
07.01.2017;04:00:00;6,309.60
07.01.2017;04:15:00;5,755.20
07.01.2017;04:30:00;5,359.20
07.01.2017;04:45:00;4,725.60
07.01.2017;05:00:00;5,570.40
07.01.2017;05:15:00;6,221.60
07.01.2017;05:30:00;5,579.20
07.01.2017;05:45:00;5,711.20
07.01.2017;06:00:00;6,468.00
07.01.2017;06:15:00;6,608.80
07.01.2017;06:30:00;5,940.00
07.01.2017;06:45:00;5,887.20
07.01.2017;07:00:00;5,869.60
07.01.2017;07:15:00;5,896.00
07.01.2017;07:30:00;6,406.40
07.01.2017;07:45:00;7,400.80
07.01.2017;08:00:00;8,324.80
07.01.2017;08:15:00;6,485.60
07.01.2017;08:30:00;5,447.20
07.01.2017;08:45:00;6,230.40
07.01.2017;09:00:00;8,272.00
07.01.2017;09:15:00;8,544.80
07.01.2017;09:30:00;7,453.60
07.01.2017;09:45:00;9,416.00
07.01.2017;10:00:00;9,460.00
07.01.2017;10:15:00;8,932.00
07.01.2017;10:30:00;10,137.60
07.01.2017;10:45:00;10,612.80
07.01.2017;11:00:00;10,023.20
07.01.2017;11:15:00;8,263.20
07.01.2017;11:30:00;8,606.40
07.01.2017;11:45:00;8,201.60
07.01.2017;12:00:00;8,175.20
07.01.2017;12:15:00;7,436.00
07.01.2017;12:30:00;6,274.40
07.01.2017;12:45:00;8,060.80
07.01.2017;13:00:00;7,374.40
07.01.2017;13:15:00;7,172.00
07.01.2017;13:30:00;7,092.80
07.01.2017;13:45:00;7,779.20
07.01.2017;14:00:00;6,344.80
07.01.2017;14:15:00;6,397.60
07.01.2017;14:30:00;7,031.20
07.01.2017;14:45:00;7,700.00
07.01.2017;15:00:00;8,368.80
07.01.2017;15:15:00;8,844.00
07.01.2017;15:30:00;8,932.00
07.01.2017;15:45:00;9,002.40
07.01.2017;16:00:00;9,372.00
07.01.2017;16:15:00;9,600.80
07.01.2017;16:30:00;9,776.80
07.01.2017;16:45:00;10,146.40
07.01.2017;17:00:00;10,436.80
07.01.2017;17:15:00;10,832.80
07.01.2017;17:30:00;10,709.60
07.01.2017;17:45:00;10,639.20
07.01.2017;18:00:00;10,771.20
07.01.2017;18:15:00;10,568.80
07.01.2017;18:30:00;10,656.80
07.01.2017;18:45:00;10,287.20
07.01.2017;19:00:00;10,252.00
07.01.2017;19:15:00;10,498.40
07.01.2017;19:30:00;10,331.20
07.01.2017;19:45:00;10,216.80
07.01.2017;20:00:00;9,803.20
07.01.2017;20:15:00;9,583.20
07.01.2017;20:30:00;9,653.60
07.01.2017;20:45:00;9,292.80
07.01.2017;21:00:00;8,817.60
07.01.2017;21:15:00;8,676.80
07.01.2017;21:30:00;8,518.40
07.01.2017;21:45:00;8,949.60
07.01.2017;22:00:00;9,064.00
07.01.2017;22:15:00;8,324.80
07.01.2017;22:30:00;8,078.40
07.01.2017;22:45:00;8,421.60
07.01.2017;23:00:00;8,316.00
07.01.2017;23:15:00;8,377.60
07.01.2017;23:30:00;7,708.80
07.01.2017;23:45:00;7,568.00
08.01.2017;00:00:00;7,955.20
08.01.2017;00:15:00;7,884.80
08.01.2017;00:30:00;7,629.60
08.01.2017;00:45:00;7,304.00
08.01.2017;01:00:00;7,119.20
08.01.2017;01:15:00;7,321.60
08.01.2017;01:30:00;7,286.40
08.01.2017;01:45:00;6,978.40
08.01.2017;02:00:00;6,723.20
08.01.2017;02:15:00;6,617.60
08.01.2017;02:30:00;6,679.20
08.01.2017;02:45:00;6,661.60
08.01.2017;03:00:00;6,353.60
08.01.2017;03:15:00;6,195.20
08.01.2017;03:30:00;6,388.80
08.01.2017;03:45:00;6,450.40
08.01.2017;04:00:00;6,503.20
08.01.2017;04:15:00;6,327.20
08.01.2017;04:30:00;6,054.40
08.01.2017;04:45:00;6,388.80
08.01.2017;05:00:00;6,327.20
08.01.2017;05:15:00;6,388.80
08.01.2017;05:30:00;6,142.40
08.01.2017;05:45:00;5,262.40
08.01.2017;06:00:00;4,813.60
08.01.2017;06:15:00;4,884.00
08.01.2017;06:30:00;4,831.20
08.01.2017;06:45:00;4,558.40
08.01.2017;07:00:00;4,945.60
08.01.2017;07:15:00;5,359.20
08.01.2017;07:30:00;5,764.00
08.01.2017;07:45:00;5,632.00
08.01.2017;08:00:00;5,526.40
08.01.2017;08:15:00;6,063.20
08.01.2017;08:30:00;5,816.80
08.01.2017;08:45:00;5,218.40
08.01.2017;09:00:00;5,350.40
08.01.2017;09:15:00;5,913.60
08.01.2017;09:30:00;5,068.80
08.01.2017;09:45:00;5,236.00
08.01.2017;10:00:00;5,271.20
08.01.2017;10:15:00;4,910.40
08.01.2017;10:30:00;5,209.60
08.01.2017;10:45:00;6,661.60
08.01.2017;11:00:00;7,233.60
08.01.2017;11:15:00;7,057.60
08.01.2017;11:30:00;7,867.20
08.01.2017;11:45:00;7,972.80
08.01.2017;12:00:00;7,770.40
08.01.2017;12:15:00;6,617.60
08.01.2017;12:30:00;6,063.20
08.01.2017;12:45:00;7,471.20
08.01.2017;13:00:00;7,858.40
08.01.2017;13:15:00;7,752.80
08.01.2017;13:30:00;7,233.60
08.01.2017;13:45:00;6,987.20
08.01.2017;14:00:00;6,635.20
08.01.2017;14:15:00;6,661.60
08.01.2017;14:30:00;6,864.00
08.01.2017;14:45:00;7,154.40
08.01.2017;15:00:00;6,828.80
08.01.2017;15:15:00;6,600.00
08.01.2017;15:30:00;7,365.60
08.01.2017;15:45:00;7,779.20
08.01.2017;16:00:00;7,735.20
08.01.2017;16:15:00;7,814.40
08.01.2017;16:30:00;7,708.80
08.01.2017;16:45:00;8,122.40
08.01.2017;17:00:00;8,500.80
08.01.2017;17:15:00;8,606.40
08.01.2017;17:30:00;8,747.20
08.01.2017;17:45:00;8,826.40
08.01.2017;18:00:00;9,020.00
08.01.2017;18:15:00;9,372.00
08.01.2017;18:30:00;9,240.00
08.01.2017;18:45:00;9,178.40
08.01.2017;19:00:00;9,134.40
08.01.2017;19:15:00;9,037.60
08.01.2017;19:30:00;9,108.00
08.01.2017;19:45:00;8,905.60
08.01.2017;20:00:00;8,932.00
08.01.2017;20:15:00;8,844.00
08.01.2017;20:30:00;8,940.80
08.01.2017;20:45:00;8,764.80
08.01.2017;21:00:00;8,342.40
08.01.2017;21:15:00;8,492.00
08.01.2017;21:30:00;8,685.60
08.01.2017;21:45:00;8,993.60
08.01.2017;22:00:00;9,548.00
08.01.2017;22:15:00;9,407.20
08.01.2017;22:30:00;9,653.60
08.01.2017;22:45:00;9,442.40
08.01.2017;23:00:00;9,310.40
08.01.2017;23:15:00;9,187.20
08.01.2017;23:30:00;9,028.80
08.01.2017;23:45:00;9,433.60
09.01.2017;00:00:00;9,433.60
09.01.2017;00:15:00;9,134.40
09.01.2017;00:30:00;8,888.00
09.01.2017;00:45:00;8,773.60
09.01.2017;01:00:00;8,606.40
09.01.2017;01:15:00;8,404.00
09.01.2017;01:30:00;8,395.20
09.01.2017;01:45:00;8,219.20
09.01.2017;02:00:00;8,175.20
09.01.2017;02:15:00;7,612.00
09.01.2017;02:30:00;7,409.60
09.01.2017;02:45:00;7,761.60
09.01.2017;03:00:00;7,603.20
09.01.2017;03:15:00;7,735.20
09.01.2017;03:30:00;8,034.40
09.01.2017;03:45:00;7,920.00
09.01.2017;04:00:00;8,016.80
09.01.2017;04:15:00;8,747.20
09.01.2017;04:30:00;8,976.00
09.01.2017;04:45:00;8,870.40
09.01.2017;05:00:00;9,231.20
09.01.2017;05:15:00;9,662.40
09.01.2017;05:30:00;9,662.40
09.01.2017;05:45:00;10,164.00
09.01.2017;06:00:00;10,947.20
09.01.2017;06:15:00;12,619.20
09.01.2017;06:30:00;13,323.20
09.01.2017;06:45:00;14,238.40
09.01.2017;07:00:00;15,039.20
09.01.2017;07:15:00;15,655.20
09.01.2017;07:30:00;16,588.00
09.01.2017;07:45:00;17,107.20
09.01.2017;08:00:00;17,292.00
09.01.2017;08:15:00;17,573.60
09.01.2017;08:30:00;17,283.20
09.01.2017;08:45:00;17,318.40
09.01.2017;09:00:00;17,635.20
09.01.2017;09:15:00;16,632.00
09.01.2017;09:30:00;17,063.20
09.01.2017;09:45:00;16,790.40
09.01.2017;10:00:00;16,992.80
09.01.2017;10:15:00;17,309.60
09.01.2017;10:30:00;17,652.80
09.01.2017;10:45:00;17,749.60
09.01.2017;11:00:00;18,374.40
09.01.2017;11:15:00;18,392.00
09.01.2017;11:30:00;18,876.00
09.01.2017;11:45:00;18,400.80
09.01.2017;12:00:00;18,242.40
09.01.2017;12:15:00;17,881.60
09.01.2017;12:30:00;18,189.60
09.01.2017;12:45:00;17,952.00
09.01.2017;13:00:00;17,908.00
09.01.2017;13:15:00;17,820.00
09.01.2017;13:30:00;17,793.60
09.01.2017;13:45:00;17,494.40
09.01.2017;14:00:00;17,010.40
09.01.2017;14:15:00;17,142.40
09.01.2017;14:30:00;17,212.80
09.01.2017;14:45:00;17,072.00
09.01.2017;15:00:00;17,054.40
09.01.2017;15:15:00;16,711.20
09.01.2017;15:30:00;16,957.60
09.01.2017;15:45:00;16,720.00
09.01.2017;16:00:00;16,517.60
09.01.2017;16:15:00;16,306.40
09.01.2017;16:30:00;16,297.60
09.01.2017;16:45:00;16,244.80
09.01.2017;17:00:00;16,632.00
09.01.2017;17:15:00;16,632.00
09.01.2017;17:30:00;17,239.20
09.01.2017;17:45:00;17,327.20
09.01.2017;18:00:00;16,957.60
09.01.2017;18:15:00;16,482.40
09.01.2017;18:30:00;16,227.20
09.01.2017;18:45:00;16,077.60
09.01.2017;19:00:00;15,708.00
09.01.2017;19:15:00;15,356.00
09.01.2017;19:30:00;15,391.20
09.01.2017;19:45:00;14,713.60
09.01.2017;20:00:00;14,634.40
09.01.2017;20:15:00;13,367.20
09.01.2017;20:30:00;13,393.60
09.01.2017;20:45:00;13,657.60
09.01.2017;21:00:00;13,411.20
09.01.2017;21:15:00;13,217.60
09.01.2017;21:30:00;12,944.80
09.01.2017;21:45:00;12,496.00
09.01.2017;22:00:00;12,355.20
09.01.2017;22:15:00;12,179.20
09.01.2017;22:30:00;11,862.40
09.01.2017;22:45:00;12,267.20
09.01.2017;23:00:00;11,492.80
09.01.2017;23:15:00;11,369.60
09.01.2017;23:30:00;11,316.80
09.01.2017;23:45:00;11,325.60
10.01.2017;00:00:00;11,343.20
10.01.2017;00:15:00;10,850.40
10.01.2017;00:30:00;11,255.20
10.01.2017;00:45:00;10,982.40
10.01.2017;01:00:00;10,577.60
10.01.2017;01:15:00;9,521.60
10.01.2017;01:30:00;9,222.40
10.01.2017;01:45:00;9,160.80
10.01.2017;02:00:00;9,301.60
10.01.2017;02:15:00;8,844.00
10.01.2017;02:30:00;8,500.80
10.01.2017;02:45:00;8,624.00
10.01.2017;03:00:00;8,500.80
10.01.2017;03:15:00;8,016.80
10.01.2017;03:30:00;7,814.40
10.01.2017;03:45:00;7,392.00
10.01.2017;04:00:00;7,453.60
10.01.2017;04:15:00;7,656.00
10.01.2017;04:30:00;8,184.00
10.01.2017;04:45:00;8,245.60
10.01.2017;05:00:00;8,324.80
10.01.2017;05:15:00;8,025.60
10.01.2017;05:30:00;7,928.80
10.01.2017;05:45:00;7,849.60
10.01.2017;06:00:00;9,433.60
10.01.2017;06:15:00;11,589.60
10.01.2017;06:30:00;13,789.60
10.01.2017;06:45:00;14,907.20
10.01.2017;07:00:00;14,995.20
10.01.2017;07:15:00;15,444.00
10.01.2017;07:30:00;14,652.00
10.01.2017;07:45:00;15,980.80
10.01.2017;08:00:00;17,441.60
10.01.2017;08:15:00;17,512.00
10.01.2017;08:30:00;17,450.40
10.01.2017;08:45:00;17,485.60
10.01.2017;09:00:00;17,283.20
10.01.2017;09:15:00;16,852.00
10.01.2017;09:30:00;17,336.00
10.01.2017;09:45:00;16,808.00
10.01.2017;10:00:00;17,283.20
10.01.2017;10:15:00;17,212.80
10.01.2017;10:30:00;17,520.80
10.01.2017;10:45:00;17,996.00
10.01.2017;11:00:00;18,242.40
10.01.2017;11:15:00;18,242.40
10.01.2017;11:30:00;18,629.60
10.01.2017;11:45:00;18,717.60
10.01.2017;12:00:00;18,585.60
10.01.2017;12:15:00;17,978.40
10.01.2017;12:30:00;17,828.80
10.01.2017;12:45:00;17,802.40
10.01.2017;13:00:00;17,327.20
10.01.2017;13:15:00;17,168.80
10.01.2017;13:30:00;17,828.80
10.01.2017;13:45:00;17,837.60
10.01.2017;14:00:00;17,098.40
10.01.2017;14:15:00;16,860.80
10.01.2017;14:30:00;16,940.00
10.01.2017;14:45:00;16,816.80
10.01.2017;15:00:00;16,799.20
10.01.2017;15:15:00;17,036.80
10.01.2017;15:30:00;16,878.40
10.01.2017;15:45:00;16,359.20
10.01.2017;16:00:00;16,297.60
10.01.2017;16:15:00;16,112.80
10.01.2017;16:30:00;16,077.60
10.01.2017;16:45:00;16,086.40
10.01.2017;17:00:00;16,068.80
10.01.2017;17:15:00;16,420.80
10.01.2017;17:30:00;16,491.20
10.01.2017;17:45:00;16,693.60
10.01.2017;18:00:00;16,667.20
10.01.2017;18:15:00;17,230.40
10.01.2017;18:30:00;17,001.60
10.01.2017;18:45:00;16,702.40
10.01.2017;19:00:00;16,596.80
10.01.2017;19:15:00;16,790.40
10.01.2017;19:30:00;16,860.80
10.01.2017;19:45:00;16,667.20
10.01.2017;20:00:00;16,280.00
10.01.2017;20:15:00;15,734.40
10.01.2017;20:30:00;15,725.60
10.01.2017;20:45:00;15,285.60
10.01.2017;21:00:00;14,379.20
10.01.2017;21:15:00;14,071.20
10.01.2017;21:30:00;14,352.80
10.01.2017;21:45:00;13,895.20
10.01.2017;22:00:00;13,710.40
10.01.2017;22:15:00;13,525.60
10.01.2017;22:30:00;13,314.40
10.01.2017;22:45:00;12,804.00
10.01.2017;23:00:00;12,117.60
10.01.2017;23:15:00;11,897.60
10.01.2017;23:30:00;11,774.40
10.01.2017;23:45:00;11,352.00
11.01.2017;00:00:00;11,070.40
11.01.2017;00:15:00;11,246.40
11.01.2017;00:30:00;11,123.20
11.01.2017;00:45:00;11,343.20
11.01.2017;01:00:00;11,466.40
11.01.2017;01:15:00;10,947.20
11.01.2017;01:30:00;11,149.60
11.01.2017;01:45:00;11,264.00
11.01.2017;02:00:00;11,193.60
11.01.2017;02:15:00;11,052.80
11.01.2017;02:30:00;10,947.20
11.01.2017;02:45:00;10,674.40
11.01.2017;03:00:00;10,639.20
11.01.2017;03:15:00;9,900.00
11.01.2017;03:30:00;9,908.80
11.01.2017;03:45:00;9,750.40
11.01.2017;04:00:00;10,058.40
11.01.2017;04:15:00;10,287.20
11.01.2017;04:30:00;10,410.40
11.01.2017;04:45:00;10,630.40
11.01.2017;05:00:00;10,815.20
11.01.2017;05:15:00;10,832.80
11.01.2017;05:30:00;10,912.00
11.01.2017;05:45:00;10,912.00
11.01.2017;06:00:00;11,264.00
11.01.2017;06:15:00;12,478.40
11.01.2017;06:30:00;13,261.60
11.01.2017;06:45:00;14,053.60
11.01.2017;07:00:00;14,203.20
11.01.2017;07:15:00;14,696.00
11.01.2017;07:30:00;14,916.00
11.01.2017;07:45:00;16,271.20
11.01.2017;08:00:00;16,174.40
11.01.2017;08:15:00;16,464.80
11.01.2017;08:30:00;16,764.00
11.01.2017;08:45:00;17,063.20
11.01.2017;09:00:00;15,646.40
11.01.2017;09:15:00;15,083.20
11.01.2017;09:30:00;14,220.80
11.01.2017;09:45:00;13,692.80
11.01.2017;10:00:00;14,124.00
11.01.2017;10:15:00;14,748.80
11.01.2017;10:30:00;15,250.40
11.01.2017;10:45:00;14,960.00
11.01.2017;11:00:00;14,203.20
11.01.2017;11:15:00;14,502.40
11.01.2017;11:30:00;14,264.80
11.01.2017;11:45:00;14,766.40
11.01.2017;12:00:00;14,933.60
11.01.2017;12:15:00;14,273.60
11.01.2017;12:30:00;14,335.20
11.01.2017;12:45:00;11,607.20
11.01.2017;13:00:00;9,609.60
11.01.2017;13:15:00;8,914.40
11.01.2017;13:30:00;9,794.40
11.01.2017;13:45:00;6,811.20
11.01.2017;14:00:00;3,889.60
11.01.2017;14:15:00;1,821.60
11.01.2017;14:30:00;3,546.40
11.01.2017;14:45:00;1,337.60
11.01.2017;15:00:00;-26.4
11.01.2017;15:15:00;-1,425.60
11.01.2017;15:30:00;1,689.60
11.01.2017;15:45:00;3,053.60
11.01.2017;16:00:00;818.4
11.01.2017;16:15:00;-2,006.40
11.01.2017;16:30:00;-1,724.80
11.01.2017;16:45:00;-3,000.80
11.01.2017;17:00:00;-3,599.20
11.01.2017;17:15:00;-3,836.80
11.01.2017;17:30:00;-3,370.40
11.01.2017;17:45:00;-3,520.00
11.01.2017;18:00:00;-3,484.80
11.01.2017;18:15:00;-3,432.00
11.01.2017;18:30:00;-3,229.60
11.01.2017;18:45:00;-3,625.60
11.01.2017;19:00:00;-1,548.80
11.01.2017;19:15:00;-1,443.20
11.01.2017;19:30:00;-1,786.40
11.01.2017;19:45:00;-2,024.00
11.01.2017;20:00:00;-1,698.40
11.01.2017;20:15:00;-2,279.20
11.01.2017;20:30:00;-2,411.20
11.01.2017;20:45:00;-2,543.20
11.01.2017;21:00:00;-2,657.60
11.01.2017;21:15:00;-3,062.40
11.01.2017;21:30:00;-3,106.40
11.01.2017;21:45:00;-3,361.60
11.01.2017;22:00:00;-3,546.40
11.01.2017;22:15:00;-3,924.80
11.01.2017;22:30:00;-6,019.20
11.01.2017;22:45:00;-7,119.20
11.01.2017;23:00:00;-7,788.00
11.01.2017;23:15:00;-7,999.20
11.01.2017;23:30:00;-8,148.80
11.01.2017;23:45:00;-7,796.80
12.01.2017;00:00:00;-7,796.80
12.01.2017;00:15:00;-8,298.40
12.01.2017;00:30:00;-8,606.40
12.01.2017;00:45:00;-6,705.60
12.01.2017;01:00:00;-8,210.40
12.01.2017;01:15:00;-9,988.00
12.01.2017;01:30:00;-9,741.60
12.01.2017;01:45:00;-9,926.40
12.01.2017;02:00:00;-9,820.80
12.01.2017;02:15:00;-9,785.60
